t,low_ifft,high_ifft
0.0,0.8707100775996098,-0.26990603088042386
0.012572656942830588,0.9000419088851913,-0.3184676286818179
0.025145313885661175,0.9296296101457936,0.3965364255804943
0.037717970828491765,0.9595343385568368,1.3388785492472797
0.05029062777132235,0.9898162797006104,1.985304995116462
0.06286328471415294,1.020534405528484,2.4409961705827787
0.07543594165698353,1.051746237391349,3.004601818996492
0.08800859859981411,1.0835076151563534,3.612236944305677
0.1005812555426447,1.1158724733994076,4.038294116623376
0.1131539124854753,1.1488926256295844,4.3148340056003125
0.12572656942830587,1.1826175574637803,4.609240441266546
0.13829922637113645,1.2170942296278222,4.892170035446055
0.15087188331396706,1.2523668916140154,5.024355845642753
0.16344454025679764,1.2884769067749937,5.0303759345941135
0.17601719719962822,1.3254625895800327,5.030902964937305
0.18858985414245882,1.3633590557028832,5.010025635366456
0.2011625110852894,1.4021980855500564,4.871187423985811
0.21373516802811998,1.4420080017755863,4.638784624503937
0.2263078249709506,1.4828135612629136,4.409294292386185
0.23888048191378117,1.5246358619870797,4.172970483500226
0.25145313885661175,1.5674922651011247,3.857139070276174
0.26402579579944235,1.6113963325198881,3.485164774444549
0.2765984527422729,1.6563577802025853,3.136372311352272
0.2891711096851035,1.7023824472630105,2.802028882229387
0.3017437666279341,1.749472280963284,2.422322835696498
0.31431642357076467,1.7976253375741353,2.017286450022243
0.3268890805135953,1.8468357990121227,1.6516265823220329
0.3394617374564259,1.8970940050922895,1.3143842237899872
0.35203439439925643,1.9483865011639436,0.9523664184286001
0.36460705134208704,2.000696100827768,0.581228190847733
0.37717970828491765,2.0540019633648057,0.25337485947287197
0.3897523652277482,2.1082796854422012,-0.04501987746201891
0.4023250221705788,2.1635014065973164,-0.36278344214022096
0.4148976791134094,2.219635927941294,-0.6875047054569368
0.42747033605623996,2.2766488434654977,-0.9756060996452627
0.44004299299907057,2.3345026832799545,-1.2420910179779008
0.4526156499419012,2.3931570680620187,-1.5308498161677033
0.46518830688473173,2.4525688739464115,-1.8300434800745151
0.47776096382756233,2.5126924070445997,-2.1008357075824766
0.49033362077039294,2.5734795867424727,-2.3567711614534783
0.5029062777132235,2.6348801368906187,-2.635285608173648
0.5154789346560541,2.6968417839712666,-2.9225221792989813
0.5280515915988847,2.7593104613003607,-3.181185218907598
0.5406242485417153,2.82223051830238,-3.4215958043454844
0.5531969054845458,2.8855449338793435,-3.674203463874829
0.5657695624273764,2.9491955328842536,-3.9222332310180668
0.578342219370207,3.013123204702778,-4.1289343547210775
0.5909148763130376,3.0772681229454903,-4.30176848006933
0.6034875332558682,3.141569965256327,-4.465735069054681
0.6160601901986988,3.2059681322510674,-4.60258319488833
0.6286328471415293,3.2704019646125526,-4.6775637826713705
0.64120550408436,3.334810957386874,-4.697769103224096
0.6537781610271906,3.3991349705469025,-4.686060436835557
0.6663508179700212,3.463314434915921,-4.625793602458077
0.6789234749128518,3.527290552574906,-4.487070373153913
0.6914961318556824,3.5910054909116877,-4.279951062913843
0.7040687887985129,3.654402569508882,-4.02877318383251
0.7166414457413435,3.7174264391096767,-3.721524033014165
0.7292141026841741,3.780023251946186,-3.335550482704993
0.7417867596270047,3.84214082276386,-2.886202583343506
0.7543594165698353,3.9037287799270355,-2.401386316046499
0.7669320735126659,3.964738706044965,-1.8749117830888609
0.7795047304554964,4.0251242676141015,-1.2916583661493088
0.792077387398327,4.0848413332309965,-0.672148753218561
0.8046500443411576,4.1438480799902715,-0.04727761744481245
0.8172227012839882,4.2021050877436785,0.5848354624779322
0.8297953582268188,4.259575420958844,1.2341511444973399
0.8423680151696493,4.316224697979571,1.877711552243345
0.8549406721124799,4.372021147553192,2.484691153145298
0.8675133290553105,4.42693565255425,3.056339820785037
0.8800859859981411,4.480941780897146,3.6016186292558823
0.8926586429409717,4.534015803693306,4.099292762867164
0.9052312998838024,4.5861367007703,4.522657668098377
0.9178039568266328,4.637286153731114,4.876477144529403
0.9303766137694635,4.687448526790889,5.1727992156178795
0.9429492707122941,4.736610835685906,5.395714690671427
0.9555219276551247,4.784762705004801,5.525664022430823
0.9680945845979553,4.831896314344966,5.5735505436744
0.9806672415407859,4.878006333747367,5.556640583655781
0.9932398984836164,4.923089848910498,5.465671342650679
1.005812555426447,4.967146276728564,5.288714061315704
1.0183852123692776,5.010177271740104,5.04268534798927
1.0309578693121082,5.0521866241109485,4.749330817478321
1.0435305262549388,5.093180149809446,4.404497318994769
1.0561031831977694,5.133165573662182,4.001618331099605
1.0686758401406,5.172152406004802,3.5609035216744065
1.0812484970834306,5.210151813665048,3.1054927921825985
1.0938211540262612,5.247176486033351,2.632813170430851
1.1063938109690916,5.283240496990709,2.1378125502563856
1.1189664679119222,5.318359163473554,1.6401292439732416
1.1315391248547528,5.352548901461313,1.160539087971653
1.1441117817975834,5.385827080174106,0.6943585227153444
1.156684438740414,5.418211875265689,0.2345496062758998
1.1692570956832447,5.449722121790307,-0.2028694473295926
1.1818297526260753,5.480377167711777,-0.6019942513623273
1.1944024095689059,5.510196728708713,-0.9716529652286681
1.2069750665117365,5.53920074501184,-1.3223722879123425
1.219547723454567,5.567409240987502,-1.6425582693668894
1.2321203803973977,5.5948421881563295,-1.921275036215521
1.244693037340228,5.621519372307439,-2.1710246950107606
1.2572656942830587,5.647460265336875,-2.404818813049456
1.2698383512258893,5.67268390240441,-2.6138884858470246
1.28241100816872,5.6972087649654775,-2.790147988007741
1.2949836651115505,5.7210526701951885,-2.947339427965756
1.307556322054381,5.744232667279378,-3.098313895395959
1.3201289789972117,5.766764941003535,-3.234278141535752
1.3327016359400423,5.788664723024662,-3.3470602263750977
1.345274292882873,5.809946211163928,-3.448836353830701
1.3578469498257035,5.830622497009427,-3.5497360648393657
1.3704196067685341,5.850705502069049,-3.6386364494031267
1.3829922637113647,5.870205922663355,-3.705321731097648
1.3955649206541951,5.889133183698039,-3.7589592140350363
1.4081375775970257,5.907495401404971,-3.8060891825349548
1.4207102345398563,5.925299355090591,-3.83292045145111
1.433282891482687,5.942550467880466,-3.8273986343542195
1.4458555484255176,5.959252796399816,-3.7965055878172977
1.4584282053683482,5.975409029281529,-3.7446075330753
1.4710008623111788,5.991020494346382,-3.6571254388920336
1.4835735192540094,6.006087174254664,-3.5224400244538003
1.49614617619684,6.020607730384688,-3.348000716834979
1.5087188331396706,6.034579534651928,-3.1389336670207664
1.5212914900825012,6.047998708942767,-2.8829063621996056
1.5338641470253318,6.060860171799558,-2.5717491107717905
1.5464368039681622,6.073157691958917,-2.216320065423857
1.5590094609109928,6.084883948312931,-1.8252586324883742
1.5715821178538234,6.096030595833701,-1.3908703267505858
1.584154774796654,6.106588336975283,-0.910361612044983
1.5967274317394846,6.116546998043673,-0.39943564762676353
1.6093000886823152,6.125895610005502,0.12887397799211295
1.6218727456251458,6.134622493188988,0.6774040085166694
1.6344454025679764,6.142715345317207,1.2440425612060335
1.647018059510807,6.150161332303371,1.8093501153346374
1.6595907164536376,6.1569471812308425,2.357621512622127
1.6721633733964683,6.163059274937001,2.889181941268349
1.6847360303392986,6.168483747619809,3.39992225076582
1.6973086872821292,6.173206580888855,3.870001253248518
1.7098813442249599,6.177213699688962,4.2846988894142415
1.7224540011677905,6.180491067533756,4.645742134521071
1.735026658110621,6.183024780499101,4.951074596381034
1.7475993150534517,6.184801159441699,5.1844644237177855
1.7601719719962823,6.185806839926398,5.336015720405405
1.7727446289391129,6.186028859366758,5.412444177752304
1.7853172858819435,6.18545474090685,5.416967269932688
1.797889942824774,6.184072573598282,5.339668984381315
1.8104625997676047,6.1818710884544545,5.177576467151152
1.8230352567104353,6.178839729994207,4.94385707880763
1.8356079136532657,6.174968722919067,4.647783961862095
1.8481805705960963,6.17024913360178,4.285791159523995
1.860753227538927,6.164672926098924,3.8611098900748173
1.8733258844817575,6.158233012436541,3.391948453699306
1.8858985414245881,6.150923296954949,2.891582521995613
1.8984711983674187,6.142738714536811,2.3601301152436953
1.9110438553102493,6.133675262580984,1.8038304890104395
1.92361651225308,6.123730026623472,1.2423467190334028
1.9361891691959106,6.112901199545564,0.6891005903025016
1.9487618261387412,6.101188094347948,0.14385695500762655
1.9613344830815718,6.088591150507881,-0.3882290222293024
1.9739071400244024,6.075111933974172,-0.8900226193747921
1.9864797969672328,6.060753130891611,-1.351700957716259
1.9990524539100634,6.045518535182403,-1.7772758183889459
2.011625110852894,6.029413030146774,-2.165677669993463
