t,inverse_fft,original
0.0,-1.0658141036401503e-17,0.0
0.012572656942830588,0.13821610395019762,0.13821610395019776
0.025145313885661175,0.27593386593882524,0.275933865938825
0.037717970828491765,0.4126569051632286,0.41265690516322856
0.05029062777132235,0.5478927553922393,0.5478927553922395
0.06286328471415294,0.6811548029166429,0.6811548029166428
0.07543594165698353,0.8119642013828814,0.8119642013828814
0.08800859859981411,0.9398517559466532,0.9398517559466533
0.1005812555426447,1.0643597693042577,1.064359769304258
0.1131539124854753,1.1850438423101481,1.1850438423101481
0.12572656942830587,1.3014746220685531,1.3014746220685531
0.13829922637113645,1.4132394905945367,1.4132394905945362
0.15087188331396706,1.5199441873746318,1.5199441873746313
0.16344454025679764,1.6212143594183293,1.6212143594183293
0.17601719719962822,1.716697032678132,1.716697032678132
0.18858985414245882,1.806061999026515,1.806061999026515
0.2011625110852894,1.8890031133117435,1.8890031133117438
0.21373516802811998,1.9652394953697023,1.9652394953697025
0.2263078249709506,2.0345166322443724,2.0345166322443724
0.23888048191378117,2.0966073762638167,2.096607376263817
0.25145313885661175,2.151312835029948,2.1513128350299486
0.26402579579944235,2.1984631498073406,2.19846314980734
0.2765984527422729,2.2379181592372275,2.237918159237227
0.2891711096851035,2.269567945755854,2.2695679457558544
0.3017437666279341,2.2933332625597047,2.2933332625597043
0.31431642357076467,2.309165839432024,2.309165839432024
0.3268890805135953,2.317048566223641,2.317048566223641
0.3394617374564259,2.3169955532643605,2.316995553264359
0.35203439439925643,2.3090520684674174,2.309052068467417
0.36460705134208704,2.2932943513766113,2.2932943513766113
0.37717970828491765,2.2698293048918146,2.2698293048918137
0.3897523652277482,2.238794065891837,2.238794065891837
0.4023250221705788,2.200355456452019,2.200355456452019
0.4148976791134094,2.154709317825592,2.154709317825591
0.42747033605623996,2.1020797298210465,2.102079729821046
0.44004299299907057,2.042718118660431,2.04271811866043
0.4526156499419012,1.9769022568440713,1.9769022568440713
0.46518830688473173,1.9049351589738424,1.9049351589738415
0.47776096382756233,1.827143877898081,1.827143877898081
0.49033362077039294,1.7438782059350801,1.7438782059350804
0.5029062777132235,1.6555092863069831,1.6555092863069825
0.5154789346560541,1.5624281402706992,1.5624281402706997
0.5280515915988847,1.4650441157654515,1.4650441157654503
0.5406242485417153,1.3637832637065592,1.3637832637065588
0.5531969054845458,1.2590866483410126,1.2590866483410124
0.5657695624273764,1.1514085983407156,1.1514085983407154
0.578342219370207,1.0412149055435267,1.0412149055435265
0.5909148763130376,0.9289809784589405,0.9289809784589402
0.6034875332558682,0.8151899578339846,0.8151899578339845
0.6160601901986988,0.7003308017247787,0.700330801724779
0.6286328471415293,0.5848963476396595,0.5848963476396596
0.64120550408436,0.46938135941033404,0.46938135941033393
0.6537781610271906,0.3542805665078655,0.3542805665078655
0.6663508179700212,0.24008670355012526,0.24008670355012535
0.6789234749128518,0.12728855774656453,0.12728855774656422
0.6914961318556824,0.016369031994831505,0.01636903199483164
0.7040687887985129,-0.09219676871812423,-0.09219676871812388
0.7166414457413435,-0.19794342004986196,-0.19794342004986243
0.7292141026841741,-0.30041702273253723,-0.30041702273253734
0.7417867596270047,-0.3991770014119326,-0.39917700141193224
0.7543594165698353,-0.4937978507882486,-0.49379785078824856
0.7669320735126659,-0.5838708221596405,-0.5838708221596404
0.7795047304554964,-0.6690055437049374,-0.6690055437049371
0.792077387398327,-0.7488315681037635,-0.7488315681037636
0.8046500443411576,-0.822999841379332,-0.8229998413793324
0.8172227012839882,-0.8911840871604204,-0.8911840871604201
0.8297953582268188,-0.9530821008931536,-0.9530821008931537
0.8423680151696493,-1.0084169488890073,-1.0084169488890073
0.8549406721124799,-1.0569380674713735,-1.0569380674713735
0.8675133290553105,-1.0984222578777014,-1.0984222578777016
0.8800859859981411,-1.1326745729860883,-1.132674572986088
0.8926586429409717,-1.1595290923624948,-1.159529092362495
0.9052312998838024,-1.1788495825660197,-1.1788495825660203
0.9178039568266328,-1.1905300401029204,-1.1905300401029204
0.9303766137694635,-1.1944951148836926,-1.1944951148836929
0.9429492707122941,-1.1907004125096234,-1.1907004125096234
0.9555219276551247,-1.179132674193877,-1.1791326741938764
0.9680945845979553,-1.1598098336056417,-1.1598098336056408
0.9806672415407859,-1.1327809504120623,-1.1327809504120623
0.9932398984836164,-1.0981260207798096,-1.09812602077981
1.005812555426447,-1.0559556655842053,-1.0559556655842053
1.0183852123692776,-1.006410697556974,-1.0064106975569738
1.0309578693121082,-0.9496615690819469,-0.9496615690819473
1.0435305262549388,-0.8859077028195336,-0.8859077028195341
1.0561031831977694,-0.8153767078037076,-0.8153767078037083
1.0686758401406,-0.7383234841076887,-0.7383234841076882
1.0812484970834306,-0.6550292196147116,-0.6550292196147116
1.0938211540262612,-0.5658002828565691,-0.5658002828565689
1.1063938109690916,-0.47096701629313303,-0.4709670162931331
1.1189664679119222,-0.3708824347994685,-0.37088243479946836
1.1315391248547528,-0.2659208345015875,-0.26592083450158677
1.1441117817975834,-0.1564763174560725,-0.1564763174560725
1.156684438740414,-0.042961238001311824,-0.042961238001311575
1.1692570956832447,0.07419542308253331,0.07419542308253435
1.1818297526260753,0.19454975018241993,0.1945497501824206
1.1944024095689059,0.31764464354798455,0.3176446435479846
1.2069750665117365,0.44301162215816836,0.44301162215816825
1.219547723454567,0.5701726716371147,0.5701726716371149
1.2321203803973977,0.6986421299196334,0.698642129919633
1.244693037340228,0.8279286032173436,0.8279286032173439
1.2572656942830587,0.957536904716926,0.957536904716926
1.2698383512258893,1.086970008352043,1.0869700083520437
1.28241100816872,1.2157310099309946,1.2157310099309946
1.2949836651115505,1.3433250878730292,1.3433250878730294
1.307556322054381,1.4692614558078356,1.4692614558078358
1.3201289789972117,1.593055299324794,1.5930552993247935
1.3327016359400423,1.7142296892212492,1.714229689221249
1.345274292882873,1.8323174636918191,1.8323174636918187
1.3578469498257035,1.9468630720234763,1.946863072023476
1.3704196067685341,2.0574243725132106,2.0574243725132106
1.3829922637113647,2.163574377505858,2.1635743775058573
1.3955649206541951,2.264902938658609,2.264902938658609
1.4081375775970257,2.3610183657748425,2.361018365774842
1.4207102345398563,2.4515489728122684,2.451548972812269
1.433282891482687,2.536144544958178,2.5361445449581783
1.4458555484255176,2.614477720976264,2.6144777209762635
1.4584282053683482,2.6862452853642864,2.6862452853642873
1.4710008623111788,2.751169365218101,2.751169365218101
1.4835735192540094,2.8089985270739635,2.808998527073964
1.49614617619684,2.8595087693962444,2.8595087693962453
1.5087188331396706,2.902504406789816,2.9025044067898165
1.5212914900825012,2.9378188424441674,2.9378188424441674
1.5338641470253318,2.965315225757826,2.9653152257578257
1.5464368039681622,2.984886992545199,2.984886992545198
1.5590094609109928,2.996458285691836,2.996458285691836
1.5715821178538234,2.999984254596372,2.999984254596372
1.584154774796654,2.9954512322162268,2.9954512322162263
1.5967274317394846,2.9828767890176837,2.982876789017683
1.6093000886823152,2.962309663617216,2.9623096636172157
1.6218727456251458,2.9338295703880566,2.9338295703880566
1.6344454025679764,2.8975468847920283,2.897546884792028
1.647018059510807,2.8536022076797,2.8536022076796996
1.6595907164536376,2.8021658102800404,2.80216581028004
1.6721633733964683,2.743436962072068,2.7434369620720678
1.6847360303392986,2.677643144193637,2.677643144193637
1.6973086872821292,2.605039151494697,2.6050391514946964
1.7098813442249599,2.5259060867822476,2.525906086782248
1.7224540011677905,2.440550251230085,2.4405502512300843
1.735026658110621,2.349301935336582,2.3493019353365816
1.7475993150534517,2.25251411520674,2.2525141152067403
1.7601719719962823,2.150561059308589,2.150561059308588
1.7727446289391129,2.043836851207774,2.043836851207774
1.7853172858819435,1.9327538341160684,1.9327538341160677
1.797889942824774,1.8177409833983553,1.8177409833983544
1.8104625997676047,1.6992422134672776,1.699242213467278
1.8230352567104353,1.5777146257538905,1.5777146257538908
1.8356079136532657,1.4536267046754452,1.4536267046754452
1.8481805705960963,1.327456468726796,1.327456468726796
1.860753227538927,1.199689583999337,1.1996895839993365
1.8733258844817575,1.0708174475795733,1.0708174475795733
1.8858985414245881,0.9413352483986241,0.9413352483986245
1.8984711983674187,0.8117400131928348,0.8117400131928353
1.9110438553102493,0.6825286452946462,0.6825286452946464
1.92361651225308,0.5541959640010451,0.5541959640010452
1.9361891691959106,0.42723275226469903,0.42723275226469903
1.9487618261387412,0.3021238204199564,0.30212382041995667
1.9613344830815718,0.17934609359254844,0.17934609359254872
1.9739071400244024,0.059366730348236856,0.05936673034823692
1.9864797969672328,-0.057358719987755755,-0.05735871998775577
1.9990524539100634,-0.17038811406148827,-0.17038811406148824
2.011625110852894,-0.2792944581737085,-0.279294458173709
2.024197767795725,-0.3836675920279989,-0.3836675920279988
2.036770424738555,-0.4831158058924861,-0.48311580589248604
2.0493430816813856,-0.5772673847870957,-0.5772673847870959
2.0619157386242164,-0.6657720735965054,-0.6657720735965061
2.074488395567047,-0.7483024573214151,-0.7483024573214146
2.0870610525098776,-0.8245552510160727,-0.8245552510160729
2.099633709452708,-0.894252494316621,-0.8942524943166207
2.112206366395539,-0.9571426458419625,-0.9571426458419626
2.124779023338369,-1.0130015731442081,-1.0130015731442084
2.1373516802812,-1.0616334342985976,-1.0616334342985978
2.1499243372240304,-1.1028714476507233,-1.102871447650723
2.1624969941668613,-1.1365785466808331,-1.1365785466808327
2.1750696511096916,-1.1626479173987916,-1.1626479173987916
2.1876423080525225,-1.1810034161473935,-1.181003416147393
2.200214964995353,-1.191599866164119,-1.1915998661641192
2.2127876219381832,-1.1944232317304901,-1.1944232317304904
2.225360278881014,-1.189490669221686,-1.1894906692216853
2.2379329358238444,-1.176850454855472,-1.1768504548554728
2.2505055927666753,-1.1565817894265737,-1.156581789426574
2.2630782497095057,-1.128794480798592,-1.1287944807985923
2.2756509066523365,-1.0936285054085222,-1.0936285054085224
2.288223563595167,-1.0512534505168967,-1.0512534505168964
2.3007962205379977,-1.0018678394076612,-1.0018678394076614
2.313368877480828,-0.945698342204384,-0.945698342204384
2.325941534423659,-0.882998875421203,-0.8829988754212028
2.3385141913664893,-0.8140495938065504,-0.8140495938065505
2.3510868483093197,-0.7391557784631201,-0.7391557784631194
2.3636595052521505,-0.6586466256374188,-0.6586466256374189
2.376232162194981,-0.5728739409645713,-0.5728739409645713
2.3888048191378117,-0.4822107443275411,-0.4822107443275404
2.401377476080642,-0.38704979084322033,-0.38704979084322044
2.413950133023473,-0.2878020138189256,-0.28780201381892545
2.4265227899663033,-0.18489489583139837,-0.18489489583139795
2.439095446909134,-0.07877077436407183,-0.07877077436407165
2.4516681038519645,0.030114911302778005,0.030114911302777547
2.4642407607947954,0.14129542502262504,0.14129542502262465
2.4768134177376258,0.25429458340263855,0.2542945834026388
2.489386074680456,0.36862864280521707,0.3686286428052172
2.501958731623287,0.4838082162755885,0.4838082162755885
2.5145313885661174,0.5993402128217461,0.5993402128217463
2.527104045508948,0.714729791384661,0.7147297913846611
2.5396767024517786,0.8294823217786633,0.8294823217786633
2.5522493593946094,0.9431053448544238,0.9431053448544234
2.56482201633744,1.055110524139817,1.0551105241398173
2.5773946732802706,1.1650155812479488,1.1650155812479488
2.589967330223101,1.2723462074053198,1.2723462074053198
2.602539987165932,1.3766379435478888,1.3766379435478888
2.615112644108762,1.4774380215565128,1.4774380215565124
2.627685301051593,1.574307159357144,1.574307159357144
2.6402579579944234,1.6668213027931291,1.6668213027931285
2.652830614937254,1.7545733073873677,1.7545733073873677
2.6654032718800846,1.8371745533495247,1.8371745533495243
2.677975928822915,1.9142564874471517,1.9142564874471515
2.690548585765746,1.9854720856485502,1.9854720856485506
2.7031212427085762,2.0504972307581335,2.0504972307581335
2.715693899651407,2.109031999600934,2.1090319996009343
2.7282665565942374,2.160801854670106,2.1608018546701055
2.7408392135370683,2.2055587355288364,2.205558735528836
2.7534118704798987,2.2430820456539333,2.243082045653933
2.7659845274227295,2.273179530821555,2.273179530821555
2.77855718436556,2.2956880455638604,2.2956880455638604
2.7911298413083903,2.310474204667669,2.3104742046676683
2.803702498251221,2.317434917140232,2.317434917140232
2.8162751551940515,2.316497800531611,2.316497800531611
2.8288478121368823,2.3076214739757415,2.307621473975742
