x,noisy_signal,savgol_filtered,difference,injected_noise
0.0,0.5596801222145847,0.7128400635206446,0.012723591465477857,-0.24031987778541528
0.01001001001001001,0.9455652378347751,0.6137981722917042,-0.05089436586190477,0.13455505310884486
0.02002002002002002,0.5969493893619467,0.6732909381548023,0.07634154879285593,-0.22306970076561358
0.03003003003003003,0.6613400272906769,0.864738830954589,0.2033988036639125,-0.16569400898636627
0.04004004004004004,1.3955931995322235,1.0066936062047145,-0.3888995933275088,0.5635258634099218
0.050050050050050046,0.6835789112521983,0.9672977328163991,0.28371882156420125,-0.15155735291509845
0.06006006006006006,0.9463290897704799,0.9223256101600246,-0.024003479610455014,0.1100660770441854
0.07007007007007007,1.2948227441579323,1.2292241414976193,-0.06559860266031237,0.45934810829618156
0.08008008008008008,1.120079478940727,0.982702075614538,-0.13737740332618853,0.2872764977944658
0.09009009009009009,0.5784359296820134,0.9561258010297911,0.377689871347778,-0.24984867973751565
0.10010010010010009,1.4289651040838065,1.104110018025938,-0.32485508605786806,0.6070044013424396
0.11011011011011011,1.0243581774573773,1.0097141940459247,-0.014643983411452233,0.2104812166860698
0.12012012012012012,0.5072823291224555,0.8752922491836965,0.36800992006124134,-0.2968011567119373
0.13013013013013014,1.1912512115323786,0.6154696472906089,-0.5757815642417693,0.3986165545713426
0.14014014014014015,0.09632940975933357,0.6572931872247424,0.5609637774654089,-0.6832595834571359
0.15015015015015015,0.9600330916961493,0.6692015170421004,-0.2908315746540485,0.1950240850340276
0.16016016016016016,0.9753010214725506,0.9835180430284058,0.008217021555855686,0.2263399761553319
0.17017017017017017,0.7281070008488286,0.757287326733241,0.02918032588441255,-0.003408125665137268
0.18018018018018017,0.7085595801002914,0.8444615788705943,0.13590199877030318,-0.004185180963420084
0.19019019019019018,1.0663301741840994,0.7502233220385103,-0.31610685214558876,0.37360340550958177
0.20020020020020018,0.3655668790705417,0.6926624285059085,0.32709554943536695,-0.3059742060119233
0.21021021021021022,0.8583310657617751,0.7113471251194475,-0.14698394064232723,0.20906050438199336
0.22022022022022023,0.9805693618473406,0.9953374946983807,0.014768132851040616,0.35456860580492267
0.23023023023023023,0.8830410357439298,0.7994327419207005,-0.08360829382322899,0.2812213155659506
0.24024024024024024,0.5442104726060942,0.8043297467204493,0.2601192741143554,-0.03260730392581846
0.2502502502502503,0.917972152192723,0.5299070313568932,-0.38806512083582945,0.36688485938726145
0.2602602602602603,-0.07650431040477546,0.18528433632894056,0.261788646733716,-0.6012267602579401
0.2702702702702703,0.007377109656350911,0.07025604005301353,0.06287893039666258,-0.4904418956841366
0.2802802802802803,0.5620115586588338,0.35668288638039086,-0.2053286722784427,0.0915375052052816
0.2902902902902903,0.24620666159100765,0.3298393012047813,0.08363263961377379,-0.19657911967180483
0.3003003003003003,0.1142712200230383,0.15850294028641546,0.04423172026337718,-0.3005820023278685
0.3103103103103103,0.24479990669773108,0.17880288505024153,-0.06599702164748947,-0.14197610162403898
0.3203203203203203,0.20035065795182377,0.21494238799508394,0.014591730043260226,-0.15830346086156794
0.3303303303303303,0.3134466626760977,0.486323612774521,0.17287695009842352,-0.017140967964258277
0.34034034034034033,0.746374259256631,0.31135634923513955,-0.43501791002149126,0.4436977925621514
0.35035035035035034,-0.3554779650687723,0.0929212742958188,0.448399239364591,-0.6304981103012383
0.36036036036036034,0.22848752718842313,0.08472407815901303,-0.14376344902941007,-0.019230002990105303
0.37037037037037035,0.48754381426319066,0.35495432298308954,-0.13258949128010095,0.26667723119580045
0.38038038038038036,0.08820421306695418,0.27489128593369283,0.18668707286673875,-0.10635990418200832
0.39039039039039036,0.24385943877898206,0.08676919326961739,-0.15709024550936462,0.07495388380864662
0.40040040040040037,-0.01011564353340963,0.10085538291416533,0.11097102644757496,-0.1541003314769225
0.41041041041041043,0.19437336213968215,0.220757449351216,0.026384087211533958,0.07447992014109311
0.42042042042042044,0.43075887658645234,0.24413504178997356,-0.18662383479647868,0.33403723017461645
0.43043043043043044,-0.035341030206133425,0.21370218926549286,0.24904321947162633,-0.10989783869259105
