x,y
0.0,0.8
0.01001001001001001,0.8110101847259302
0.02002002002002002,0.8200190901275604
0.03003003003003003,0.8270340362770431
0.04004004004004004,0.8320673361223018
0.050050050050050046,0.8351362641672967
0.06006006006006006,0.8362630127262946
0.07007007007007007,0.8354746358617507
0.08008008008008008,0.8328029811462612
0.09009009009009009,0.8282846094195291
0.10010010010010009,0.8219607027413669
0.11011011011011011,0.8138769607713074
0.12012012012012012,0.8040834858343928
0.13013013013013014,0.7926346569610359
0.14014014014014015,0.7795889932164695
0.15015015015015015,0.7650090066621217
0.16016016016016016,0.7489610453172187
0.17017017017017017,0.7315151265139659
0.18018018018018017,0.7127447610637115
0.19019019019019018,0.6927267686745175
0.20020020020020018,0.671541085082465
0.21021021021021022,0.6492705613797818
0.22022022022022023,0.6260007560424179
0.23023023023023023,0.6018197201779792
0.24024024024024024,0.5768177765319127
0.2502502502502503,0.5510872928054615
0.2602602602602603,0.5247224498531646
0.2702702702702703,0.4978190053404875
0.2802802802802803,0.4704740534535522
0.2902902902902903,0.4427857812628125
0.3003003003003003,0.4148532223509068
0.3103103103103103,0.38677600832177006
0.3203203203203203,0.3586541188133917
0.3303303303303303,0.330587630640356
0.34034034034034033,0.3026764666944796
0.35035035035035034,0.275020145232466
0.36036036036036034,0.24771753017852843
0.37037037037037035,0.2208665830673902
0.38038038038038036,0.1945641172489625
0.39039039039039036,0.16890555497033544
0.40040040040040037,0.14398468794351288
0.41041041041041043,0.11989344199858903
0.42042042042042044,0.0967216464118359
0.43043043043043044,0.07455680848645763
0.44044044044044045,0.0534838939506182
0.45045045045045046,0.033585113722775506
0.46046046046046046,0.014939717578407063
0.47047047047047047,-0.002376204765067391
0.4804804804804805,-0.018289914646946404
0.4904904904904905,-0.03273220706708935
0.5005005005005005,-0.045637584437575485
0.5105105105105106,-0.05694442104697073
0.5205205205205206,-0.06659511782526861
0.5305305305305306,-0.07453624702185069
0.5405405405405406,-0.08071868643408342
0.5505505505505506,-0.08509774285033589
0.5605605605605606,-0.0876332643982135
0.5705705705705706,-0.0882897415165943
0.5805805805805806,-0.08703639629854165
0.5905905905905906,-0.08384725998129472
0.6006006006006006,-0.07870123838922527
0.6106106106106106,-0.07158216516581495
0.6206206206206206,-0.06247884266130066
0.6306306306306306,-0.05138507037353812
0.6406406406406406,-0.038299660870821595
0.6506506506506506,-0.023226443156734833
0.6606606606606606,-0.006174253468572366
0.6706706706706707,0.012843086467664966
0.6806806806806807,0.03380680367127964
0.6906906906906907,0.05669322054418946
0.7007007007007007,0.08147381379478003
0.7107107107107107,0.10811528550075955
0.7207207207207207,0.1365796461330796
0.7307307307307307,0.16682430933302406
0.7407407407407407,0.19880219820513811
0.7507507507507507,0.23246186285982295
0.7607607607607607,0.2677476089112495
0.7707707707707707,0.30459963660880496
0.7807807807807807,0.3429541902536566
0.7907907907907907,0.38274371752625524
0.8008008008008007,0.4238970383257813
0.8108108108108109,0.46633952269871004
0.8208208208208209,0.5099932774109105
0.8308308308308309,0.5547773406960523
0.8408408408408409,0.6006078846925972
0.8508508508508509,0.6473984250624174
0.8608608608608609,0.6950600372660842
0.8708708708708709,0.7435015789532
0.8808808808808809,0.7926299179108333
0.8908908908908909,0.8423501649991972
0.9009009009009009,0.8925659114912148
0.9109109109109109,0.9431794702215914
0.9209209209209209,0.9940921199414721
0.9309309309309309,1.0452043522667267
0.9409409409409409,1.0964161206014202
0.950950950950951,1.1476270904130679
0.960960960960961,1.1987368902328983
0.970970970970971,1.2496453627525204
0.980980980980981,1.3002528153881625
0.990990990990991,1.3504602696849712
1.001001001001001,1.4001697089367704
1.011011011011011,1.4492843234011488
1.021021021021021,1.4977087524957626
1.031031031031031,1.5453493233693052
1.0410410410410411,1.5921142852496697
