x,measured_signal
0.0,1.0173240707950577
0.01001001001001001,1.1745323163497376
0.02002002002002002,0.5788779844133219
0.03003003003003003,1.017260947920804
0.04004004004004004,0.5338050520515523
0.050050050050050046,0.8804287720760449
0.06006006006006006,0.5173049046880689
0.07007007007007007,0.7559206589379602
0.08008008008008008,0.581893059837187
0.09009009009009009,0.5256955117828879
0.10010010010010009,1.2274809454296043
0.11011011011011011,0.8852794436556679
0.12012012012012012,0.9878648118000715
0.13013013013013014,1.0173762496099814
0.14014014014014015,0.5076690486670944
0.15015015015015015,1.1891673270870304
0.16016016016016016,1.0110151311012845
0.17017017017017017,0.5382171498289072
0.18018018018018017,0.45631002860726705
0.19019019019019018,0.6208878125321681
0.20020020020020018,0.4966048941960123
0.21021021021021022,0.5305540239947523
0.22022022022022023,0.2869217092460011
0.23023023023023023,0.7435213445286222
0.24024024024024024,0.8516804288610903
0.2502502502502503,0.7763205171070979
0.2602602602602603,0.7315779628519419
0.2702702702702703,1.0937355875859256
0.2802802802802803,0.4919150505081345
0.2902902902902903,0.6796915005175218
0.3003003003003003,0.45919707654172087
0.3103103103103103,0.2844249984015773
0.3203203203203203,-0.1278983035206332
0.3303303303303303,0.3412061486980367
0.34034034034034033,0.6091909492914149
0.35035035035035034,0.06852556612915839
0.36036036036036034,0.11112567012486477
0.37037037037037035,0.3875196407291195
0.38038038038038036,0.1601537545080886
0.39039039039039036,-0.07418154079801081
0.40040040040040037,-0.060973645253619174
0.41041041041041043,-0.13264817060857703
0.42042042042042044,0.4379773029907229
0.43043043043043044,0.2467600028695559
0.44044044044044045,-0.20378609752452964
0.45045045045045046,-0.04116411621788517
0.46046046046046046,-0.4822887529213633
0.47047047047047047,0.06263219553488325
0.4804804804804805,0.18315716178065264
0.4904904904904905,0.06583221758130747
0.5005005005005005,-0.7469404811977616
0.5105105105105106,-0.6341157167218769
0.5205205205205206,0.4596680875856951
0.5305305305305306,-0.6744189435001073
0.5405405405405406,-0.5387741991949028
0.5505505505505506,-0.0520106924418817
0.5605605605605606,-0.07325471914739358
0.5705705705705706,-0.32147382505417715
0.5805805805805806,-0.041901784948911475
0.5905905905905906,0.14162802540379693
0.6006006006006006,0.0980724032422263
0.6106106106106106,-0.26698916504310455
0.6206206206206206,0.28636028034690675
0.6306306306306306,-0.11340958774657742
0.6406406406406406,0.08820351521794839
0.6506506506506506,-0.6600092887823633
0.6606606606606606,0.5766587916578223
0.6706706706706707,0.03208870174138659
0.6806806806806807,-0.22887495892210302
0.6906906906906907,0.061998545164052954
0.7007007007007007,0.005962625484112236
0.7107107107107107,0.16954970379824877
0.7207207207207207,0.49085731533011356
0.7307307307307307,0.17700080195126616
0.7407407407407407,-0.21675754078872894
0.7507507507507507,0.29551332877330266
0.7607607607607607,0.15425763199467873
0.7707707707707707,0.5632805812402294
0.7807807807807807,0.6908653003608982
0.7907907907907907,0.22151953300710334
0.8008008008008007,0.47761187946087225
0.8108108108108109,0.11651860622638271
0.8208208208208209,0.6790065069834971
0.8308308308308309,0.5675287869479638
0.8408408408408409,0.42385967333773245
0.8508508508508509,0.5099587940595945
0.8608608608608609,1.0538699406476546
0.8708708708708709,1.2219677901457162
0.8808808808808809,1.1878784629982
0.8908908908908909,0.8559928179571867
0.9009009009009009,0.8574781105022575
0.9109109109109109,0.9650176393752882
0.9209209209209209,0.6124710939597107
0.9309309309309309,1.4597363174819535
0.9409409409409409,0.7730288344287864
0.950950950950951,1.223221890003951
0.960960960960961,0.9136042695664779
0.970970970970971,0.9806660887353725
0.980980980980981,1.406219523282001
0.990990990990991,1.4344774811421632
1.001001001001001,1.626443730579147
1.011011011011011,1.401704198432244
1.021021021021021,1.4466404434407412
1.031031031031031,0.9954259094010491
1.0410410410410411,1.3535034567681083
1.0510510510510511,1.8656482196054562
1.0610610610610611,1.454656882010219
1.0710710710710711,1.4339271155539204
1.0810810810810811,1.7342114529644164
1.0910910910910911,1.7896871071630156
1.1011011011011012,1.896488139190756
1.1111111111111112,1.9262432677608265
1.1211211211211212,1.5612665671505819
1.1311311311311312,2.3430941393499696
1.1411411411411412,1.75114634807299
1.1511511511511512,2.095213334831083
1.1611611611611612,2.641068883812233
1.1711711711711712,1.5930707668795367
1.1811811811811812,2.178973385704443
1.1911911911911912,2.6446364309633323
1.2012012012012012,1.6250589270940727
1.2112112112112112,2.188190549793411
1.2212212212212212,2.3181588426113873
1.2312312312312312,2.0787653269074426
1.2412412412412412,1.8121158153260795
1.2512512512512513,2.282944946181921
1.2612612612612613,2.7084097908624973
1.2712712712712713,2.2041735081326665
1.2812812812812813,2.389923567946603
1.2912912912912913,2.0063854449655087
1.3013013013013013,2.5967310055732753
1.3113113113113113,2.3854397741757856
1.3213213213213213,2.460643305168858
1.3313313313313313,2.361366411222249
1.3413413413413413,2.495689250715176
1.3513513513513513,2.2973025901671007
1.3613613613613613,2.364884572583128
1.3713713713713713,2.378720818394909
1.3813813813813813,2.2789907654467294
1.3913913913913913,2.2585181463060517
1.4014014014014013,2.6889544827249203
1.4114114114114114,2.321632540555483
1.4214214214214214,2.381403163325655
1.4314314314314314,1.6942838394573108
1.4414414414414414,2.211602550074038
1.4514514514514514,2.1756440254230602
1.4614614614614614,2.083505282137374
1.4714714714714714,1.99046368974035
1.4814814814814814,2.0364882586541597
1.4914914914914914,2.186123984999666
1.5015015015015014,2.4125109195379424
1.5115115115115114,1.9597127778506633
1.5215215215215214,2.0030867616403083
1.5315315315315314,1.595128170946336
1.5415415415415414,2.0433307022433604
1.5515515515515514,1.9292103124116935
1.5615615615615615,1.753574785172873
1.5715715715715715,1.8785666973736939
1.5815815815815815,1.8988390806451383
1.5915915915915915,2.116943111106418
1.6016016016016015,1.5897012248527969
1.6116116116116117,0.7897507934362552
1.6216216216216217,1.9459762407329022
1.6316316316316317,1.7793622248798744
1.6416416416416417,1.9178659813719416
1.6516516516516517,1.6375619974945526
1.6616616616616617,1.568488457503433
1.6716716716716717,1.4902560269635858
1.6816816816816818,1.7288671051063
1.6916916916916918,1.3306673172341479
1.7017017017017018,1.439054123377775
1.7117117117117118,1.6194765965832019
1.7217217217217218,1.4367684402136032
1.7317317317317318,1.1467120380173033
1.7417417417417418,1.2859344193995121
1.7517517517517518,1.3510424421579692
1.7617617617617618,1.0612036254971133
1.7717717717717718,1.3159120036307832
