unique_id,ds,y,TimeGPT,TimeGPT-hi-99,TimeGPT-lo-99,anomaly
0,2007-12-10,9.59076113897809,9.690103969580337,10.857028889708934,8.535806997988635,false
0,2007-12-11,8.51959031601596,8.491937455781722,9.214281135670772,7.57095508687057,false
0,2007-12-12,8.18367658262066,8.313214290240797,9.218965780747862,7.803224857451595,false
0,2007-12-13,8.07246736935477,8.377073340636375,9.005967930712272,7.815892581952566,false
0,2007-12-14,7.8935720735049,7.846741398560233,8.100560408395678,7.015866181403261,false
0,2007-12-15,7.78364059622125,7.736813204831414,8.617830412348841,7.631026424631445,false
0,2007-12-16,8.41405243249672,8.729894995598197,8.956218502972265,7.427862429911302,false
0,2007-12-17,8.82922635473185,8.98271330056243,9.76212308673679,8.050189279649164,false
0,2007-12-18,8.38251828808963,8.28862341090264,8.678128899252796,7.1205130317879775,false
0,2007-12-19,8.06965530688617,8.178167315603364,9.574350115372606,7.852348497846115,false
0,2007-12-20,7.87929148508227,7.786607946519777,8.860016763172194,6.6132383984132,false
0,2007-12-21,7.76174498465891,7.668599033944859,8.500325171326303,6.199149360636534,false
0,2007-12-22,7.52940645783701,7.577798912150216,8.756910915446618,7.174062418763412,false
0,2007-12-23,8.38526052015541,8.002604471223849,8.548709677984128,6.971183932752719,false
0,2007-12-24,8.62011072542292,8.275127158920315,9.238170972521342,7.474794175514127,true
0,2007-12-25,7.85243908535751,7.739981579509315,8.59992470962493,7.403311733983789,false
0,2007-12-26,7.85399308722424,7.651426863157355,8.530632887557456,6.703561671601794,false
0,2007-12-27,8.0519780789023,8.114827545421354,9.296533595453385,7.06474658397015,false
0,2007-12-28,7.92660259918138,7.744997784077138,8.76474541491108,7.125335749877792,false
0,2007-12-29,7.83834331555712,7.555882575290061,8.442499674137569,6.406107619213494,false
0,2007-12-30,9.70314458114435,9.99627433492866,10.299808104060173,9.69630335696542,false
0,2007-12-31,9.38597294061934,9.340817680522033,9.852803791938191,8.989244524456925,false
0,2008-01-01,8.29379960884682,8.307305249784404,9.070492569705689,7.466326031107778,false
0,2008-01-02,8.43468076984177,8.149731132599078,8.977742844882073,7.342115549207396,false
0,2008-01-03,8.26204284396694,8.153166299061903,8.614105181659726,7.5681383455891345,false
0,2008-01-04,8.10681603894705,8.129000556889023,9.65250355956255,7.086122226097458,false
0,2008-01-05,7.95014988765202,7.719951172167559,8.974869388743631,6.760682877902775,false
0,2008-01-06,9.50925907635395,9.584398680023083,10.56503417614083,8.52695695874288,false
0,2008-01-07,8.84678466694523,8.726656928961468,9.548267987346591,7.963597859567148,false
0,2008-01-08,8.43054538469057,8.372206634731914,9.108543943761568,7.391432554338412,false
0,2008-01-09,8.2482674474469,8.12792612500102,8.642350586994349,7.461621215910018,false
0,2008-01-10,8.28172399041139,8.652179627313178,9.475423782868836,7.236034020287199,false
0,2008-01-11,8.29279885820037,8.290099413252785,9.167425175295609,7.73386314428938,false
0,2008-01-12,8.19918935907807,7.987647173286889,8.415119000642402,6.556057944449395,false
0,2008-01-13,9.99652241850332,10.161031400923957,11.061284326097423,9.350565016797134,false
0,2008-01-14,10.1270710070787,9.882902277084495,10.636324562437071,9.49555554395512,false
0,2008-01-15,8.93379604393486,8.975568762935811,9.203226495572594,7.765144957789231,false
0,2008-01-16,8.56617381363786,8.174239788861906,8.716124285628055,7.336469372343418,false
0,2008-01-17,8.54772239645106,8.282085186671374,8.95800352664488,7.226747957157302,false
0,2008-01-18,8.39976009452414,8.439132341697965,9.80543863890002,7.271975566135187,false
0,2008-01-19,8.22309055116153,8.370783867160611,9.33774980452074,7.469397200917103,false
0,2008-01-20,8.83898679349679,8.873260449734785,9.272615979004817,8.250932703178629,false
0,2008-01-21,10.8972021813751,10.874072524897452,11.819883411722742,9.781358511596675,false
0,2008-01-22,9.44493807333551,9.384717334217653,9.720526137536144,8.584490681981274,false
0,2008-01-23,8.92332474406756,8.627620345994075,9.752427662160196,7.621863000411549,false
0,2008-01-24,8.5434455625603,8.39947672088136,9.058139325335995,8.245595893018798,false
