unique_id,ds,y,TimeGPT,TimeGPT-hi-99,TimeGPT-lo-99,anomaly
0,2008-01-10,8.28172399041139,8.22419,9.50359,6.9447904,False
0,2008-01-11,8.29279885820037,8.151552,9.430952,6.872153,False
0,2008-01-12,8.19918935907807,8.127275,9.406675,6.847876,False
0,2008-01-13,9.99652241850332,8.917264,10.196664,7.6378646,False
0,2008-01-14,10.1270710070787,9.002328,10.281728,7.7229285,False
0,2008-01-15,8.93379604393486,8.447611,9.727011,7.1682115,False
0,2008-01-16,8.56617381363786,8.292606,9.572006,7.013207,False
0,2008-01-17,8.54772239645106,8.528285,9.807685,7.2488856,False
0,2008-01-18,8.39976009452414,8.498911,9.778311,7.2195115,False
0,2008-01-19,8.22309055116153,8.472321,9.75172,7.192921,False
0,2008-01-20,8.83898679349679,9.642502,10.921902,8.363102,False
0,2008-01-21,10.8972021813751,9.711757,10.991157,8.432357,False
0,2008-01-22,9.44493807333551,8.764498,10.043898,7.4850984,False
0,2008-01-23,8.92332474406756,8.529441,9.808841,7.2500415,False
0,2008-01-24,8.5434455625603,8.754089,10.033489,7.47469,False
0,2008-01-25,8.49556089128912,8.661919,9.9413185,7.3825192,False
0,2008-01-26,8.41737285613403,8.662669,9.942069,7.38327,False
0,2008-01-27,8.57262789830434,9.613365,10.892765,8.333965,False
0,2008-01-28,8.73648935100155,10.00125,11.28065,8.72185,False
0,2008-01-29,8.63408694288774,9.04959,10.32899,7.7701907,False
0,2008-01-30,8.67351294567119,8.786429,10.065829,7.50703,False
0,2008-01-31,8.67351294567119,8.566627,9.846026,7.287227,False
0,2008-02-01,8.82423661734664,8.49198,9.771379,7.21258,False
0,2008-02-02,8.53797573059877,8.508514,9.787914,7.229115,False
0,2008-02-03,9.69806112202708,8.953549,10.232949,7.67415,False
0,2008-02-04,12.0974568371517,9.178761,10.45816,7.899361,True
0,2008-02-05,10.6352783566883,8.787975,10.067375,7.508576,True
0,2008-02-06,9.69171658751689,8.640622,9.920022,7.3612227,False
0,2008-02-07,9.31560088263368,9.297259,10.576659,8.017859,False
0,2008-02-08,8.97081334141145,9.182413,10.461813,7.9030137,False
0,2008-02-09,8.58914169072882,9.123264,10.402664,7.843865,False
0,2008-02-10,8.61740045183326,9.756591,11.035991,8.477191,False
0,2008-02-11,8.61631428228404,10.412914,11.692314,9.133514,True
0,2008-02-12,8.21554741194707,9.541532,10.820931,8.262132,True
0,2008-02-13,8.06495089174914,9.223583,10.502983,7.944184,False
0,2008-02-14,8.11342663994365,8.250983,9.530383,6.971584,False
0,2008-02-15,7.79934339821592,8.279789,9.559189,7.0003896,False
0,2008-02-16,7.6275443904885,8.282049,9.561449,7.00265,False
0,2008-02-17,7.55590509361135,8.4567,9.7361,7.177301,False
0,2008-02-18,7.71154897962915,8.629291,9.90869,7.349891,False
0,2008-02-19,7.78862606562503,8.487142,9.7665415,7.207742,False
0,2008-02-20,7.70841066725737,8.388537,9.667937,7.109138,False
0,2008-02-21,7.76853330092603,7.7611303,9.04053,6.481731,False
0,2008-02-22,7.69530313496357,7.723415,9.002814,6.4440155,False
0,2008-02-23,7.37838371299671,7.7065578,8.985957,6.4271584,False
0,2008-02-24,7.91059061225648,7.7539577,9.033358,6.4745584,False
0,2008-02-25,7.62657020629066,7.7808957,9.060295,6.5014963,False
0,2008-02-26,7.57353126274595,7.766497,9.045897,6.4870977,False
0,2008-02-27,7.56786260546388,7.8048515,9.084251,6.525452,False
0,2008-02-28,7.56786260546388,7.629011,8.908411,6.3496118,False
0,2008-02-29,7.5522372875608,7.608113,8.887512,6.3287134,False
0,2008-03-01,7.5522372875608,7.5911646,8.870564,6.311765,False
0,2008-03-02,7.33693691370762,7.6710954,8.950495,6.391696,False
0,2008-03-03,7.33693691370762,7.6865935,8.965993,6.407194,False
0,2008-03-04,7.33693691370762,7.671814,8.951214,6.3924146,False
0,2008-03-05,8.12474302038557,7.67716,8.956559,6.3977604,False
0,2008-03-06,7.88758403166028,7.9415493,9.220949,6.66215,False
0,2008-03-07,7.81963630236759,7.7456474,9.025047,6.466248,False
0,2008-03-08,7.38398945797851,7.6740217,8.953422,6.3946223,False
0,2008-03-09,7.81439963380449,7.650639,8.930038,6.3712397,False
0,2008-03-10,7.5422134631934,7.6419206,8.92132,6.362521,False
0,2008-03-11,7.54855597916987,7.6413484,8.920748,6.361949,False
0,2008-03-12,7.6889133368648,7.7057858,8.985186,6.4263864,False
0,2008-03-13,7.4770384723197,7.7063065,8.985706,6.426907,False
0,2008-03-14,7.35883089834235,7.662959,8.942359,6.3835597,False
0,2008-03-15,7.03262426102801,7.6176157,8.897016,6.3382163,False
0,2008-03-16,7.11801620446533,7.6074905,8.88689,6.328091,False
0,2008-03-17,7.34987370473834,7.6093583,8.888758,6.329959,False
0,2008-03-18,7.32646561384032,7.6238875,8.903287,6.344488,False
0,2008-03-19,7.36391350140582,7.6860313,8.965431,6.406632,False
0,2008-03-20,7.27793857294566,7.441733,8.721132,6.1623335,False
0,2008-03-21,7.25134498337221,7.399375,8.678775,6.1199756,False
0,2008-03-22,7.00215595440362,7.3514166,8.630816,6.072017,False
0,2008-03-23,7.16394668434255,7.3654366,8.644836,6.086037,False
0,2008-03-24,7.7591874385078,7.394655,8.674055,6.115256,False
0,2008-03-25,7.51860721681525,7.4265537,8.705954,6.1471543,False
0,2008-03-26,7.41397029019044,7.48278,8.762179,6.2033806,False
0,2008-03-27,7.44249272279444,7.438637,8.718037,6.1592374,False
0,2008-03-28,7.2283884515736,7.3660574,8.645457,6.086658,False
0,2008-03-29,6.99117688712121,7.247548,8.526948,5.9681487,False
0,2008-03-30,7.2115567333138,7.284572,8.5639715,6.0051727,False
0,2008-03-31,7.31121838441963,7.4353914,8.714791,6.155992,False
0,2008-04-01,7.34923082461333,7.4567595,8.736159,6.17736,False
0,2008-04-02,7.51425465281641,7.473217,8.752617,6.1938176,False
