t,y
0.0,-0.0025385365868685
0.001,-0.0035868639124578463
0.002,-0.002649217700358128
0.003,0.0003093787845026452
0.004,0.004013219612404192
0.005,0.006295767692683769
0.006,0.0052382754619560426
0.007,0.0004990104766076618
0.008,-0.005984175270798927
0.009,-0.01056909092654932
0.01,-0.009765621589120779
0.011,-0.002535063676836949
0.012,0.008339423177093679
0.013,0.016966628043249048
0.014,0.017264664998330556
0.015,0.006799336636463549
0.016,-0.010685936208142037
0.017,-0.026026256519267238
0.018,-0.029050976534527696
0.019,-0.014769347530056168
0.02,0.012182073473487362
0.021,0.03809869806763528
0.022,0.04663871919472593
0.023,0.02844882773110207
0.024,-0.011360385669574416
0.025,-0.05310870940975968
0.026,-0.07154540413841334
0.027,-0.0503158321785792
0.028,0.005990200635399839
0.029,0.07026655840194392
0.03,0.10496915529146297
0.031,0.08311679605401867
0.032,0.006949843247115889
0.033,-0.08778735731398578
0.034,-0.14735605652670725
0.035,-0.12947169283372523
0.036,-0.031111690752537828
0.037,0.10270891764764957
0.038,0.1979224312204405
0.039,0.19129751516254906
0.04,0.07036986887982193
0.041,-0.11091706180894005
0.042,-0.25424679754940643
0.043,-0.2691201465816003
0.044,-0.12815449910370308
0.045,0.10747500645277223
0.046,0.31208002418553876
0.047,0.3614142079166349
0.048,0.20659240533917328
0.049,-0.08729984626665034
0.05,-0.3655185597447579
0.051,-0.46416255542315293
0.052,-0.3056135430794728
0.053,0.046136311793549316
0.054,0.4076292593474062
0.055,0.5708340445744797
0.056,0.4222523450309321
0.057,0.018334585844359867
0.058,-0.4315057331217821
0.059,-0.6729195719362216
0.06,-0.5503936937290711
0.061,-0.10551110251902851
0.062,0.4315975640518467
0.063,0.7610412069296635
0.064,0.6811554087722446
0.065,0.2113086710907475
0.066,-0.40502728926513437
0.067,-0.8264829282984318
0.068,-0.8039607776945273
0.069,-0.3282681706677675
0.07,0.3525456864843134
0.071,0.8628334177751744
0.072,0.9081644302089916
0.073,0.44643816047448825
0.074,-0.2788123149891645
0.075,-0.8673402494735952
0.076,-0.984908911496295
0.077,-0.5549268736302665
0.078,0.19183364247381834
0.079,0.8415963875753958
0.08,1.0287742377564102
0.081,0.6438102598651941
0.082,-0.10161330504687677
0.083,-0.7913254121683335
0.084,-1.0387902159657334
0.085,-0.7059443264304337
0.086,0.018301496164922656
0.087,0.7252676086995482
0.088,1.0185247808315012
0.089,0.7382202267520138
0.09,0.049706129365453156
0.091,-0.6534235168058486
0.092,-0.9752056466860678
0.093,-0.7419345945968168
0.094,-0.09723723164616363
