temperature,time_step_0_linear,time_step_10_sinusoidal,time_step_22_polynomial
0.0,-0.0025235742684133412,-0.005809936002937377,0.04790507737499828
0.010101010101010102,-0.0029433810037597886,-0.00580096880280428,0.04790395499142632
0.020202020202020204,-0.002594603929720687,-0.005810174500382156,0.04811206697873076
0.030303030303030304,-0.0030043886161876133,-0.005296052026006208,0.048418354016604305
0.04040404040404041,-0.002566702827453566,-0.005498494999131075,0.04822094285205373
0.05050505050505051,-0.0027061246232229644,-0.004662337483239382,0.048374514182643345
0.06060606060606061,-0.0029147062457528907,-0.005437319397723973,0.048688452427849374
0.07070707070707072,-0.0030029757219947337,-0.005431028108347912,0.048890324933617134
0.08080808080808081,-0.0031379676916328584,-0.005050672113089023,0.04880068298044413
0.09090909090909091,-0.0030221953998927705,-0.004833763078927195,0.0491119194897753
0.10101010101010102,-0.00329379477381059,-0.005127448619467513,0.04927257240720139
0.11111111111111112,-0.0032342641155356003,-0.005040471593853669,0.04901594873594379
0.12121212121212122,-0.003168730166105091,-0.005551954449876829,0.04958585099565822
0.13131313131313133,-0.0035172172978595005,-0.005360762971031876,0.04977220369881392
0.14141414141414144,-0.003589833486897923,-0.005495570819887845,0.0499486385861208
0.15151515151515152,-0.0037672069847900776,-0.005728857086431476,0.05044404237633079
0.16161616161616163,-0.0038029673876158222,-0.005408669109291602,0.05010099464587166
0.17171717171717174,-0.0040174908504242894,-0.005975831095981592,0.050365657012918744
0.18181818181818182,-0.003567584980078285,-0.005899617611537348,0.050197702026510194
0.19191919191919193,-0.003413506779210238,-0.005862935556605089,0.050816649949381766
0.20202020202020204,-0.0035519628486781335,-0.0060541356983607455,0.05102952910566209
0.21212121212121213,-0.004223984484842899,-0.005952665431522924,0.05120561935251928
0.22222222222222224,-0.0038155356025517577,-0.006126176838527201,0.05173123966440987
0.23232323232323235,-0.003737824216623689,-0.006174714221951904,0.051887049547135654
0.24242424242424243,-0.004175346432501534,-0.006379541058109191,0.05193885167110502
0.25252525252525254,-0.004125433899969193,-0.006488259738499399,0.052060644436555024
0.26262626262626265,-0.0046090409460055395,-0.006912541002050046,0.05255462413932396
0.27272727272727276,-0.004215854051994678,-0.007055972841735637,0.05256318622960316
0.2828282828282829,-0.004543652181222352,-0.007227064643335982,0.05262436782708253
0.29292929292929293,-0.004352752181498507,-0.007521324557480403,0.052668788570093356
0.30303030303030304,-0.004766658719263988,-0.007856344135031222,0.05315092431496333
0.31313131313131315,-0.0044075854396760945,-0.008076957733971948,0.05362039728275733
0.32323232323232326,-0.004372993499231677,-0.008413195195592946,0.05415819008023992
0.33333333333333337,-0.0047962709564054505,-0.00840954446108931,0.05395175063200584
0.3434343434343435,-0.0049287584500899055,-0.00876113074843503,0.054026036117608686
0.3535353535353536,-0.005194317492063216,-0.009126991319271274,0.054184925274268846
0.36363636363636365,-0.004878134540113657,-0.009381686601136825,0.0547782528279079
0.37373737373737376,-0.005002909569900345,-0.009748325795643636,0.054564014608319174
0.38383838383838387,-0.005258533615259036,-0.009568882621374375,0.055279215246654405
0.393939393939394,-0.004919464931272393,-0.01000799373264038,0.05558802939263156
0.4040404040404041,-0.005161801708653159,-0.010455268414070715,0.05577021624445925
0.4141414141414142,-0.0053486937737546765,-0.010379178213783074,0.05590063373928682
0.42424242424242425,-0.005306200012899122,-0.010909610841088371,0.05632229236167388
0.43434343434343436,-0.005042763573730511,-0.01133317863062556,0.05651136249990833
0.4444444444444445,-0.005198176042510791,-0.011098992205435117,0.056592553089456855
0.4545454545454546,-0.0054065075933069345,-0.011658300102260264,0.05739239579187843
0.4646464646464647,-0.005318420327059668,-0.011875886160266188,0.05722924535848392
0.4747474747474748,-0.005736162671775388,-0.012023985852337018,0.05773513203892675
0.48484848484848486,-0.005559245210098036,-0.01203603221474628,0.05737979150415653
0.494949494949495,-0.005597993713891549,-0.01248642276395248,0.05840547375653891
0.5050505050505051,-0.005783164431433991,-0.012949043379184974,0.05873372998562884
0.5151515151515152,-0.005663844412288164,-0.012811521627857814,0.058738874088266606
0.5252525252525253,-0.0059687617201539395,-0.013220059099414368,0.059140724069360336
0.5353535353535354,-0.005772449837415226,-0.012939350887133707,0.05943986786773394
0.5454545454545455,-0.005825781174409594,-0.013501593185087668,0.059501935523912086
0.5555555555555556,-0.006581323854600667,-0.014122844412861517,0.06004537654278405
0.5656565656565657,-0.005821569687504633,-0.013768370727066648,0.060082818269005786
0.5757575757575758,-0.006730896291022609,-0.013604002481566456,0.06043451769696348
0.5858585858585859,-0.006306318532808684,-0.013819452864710846,0.0610965148664754
0.595959595959596,-0.0060397780705913106,-0.013898394481521883,0.06138404736954155
0.6060606060606061,-0.006370043972238751,-0.01458634976141473,0.061368962761975045
0.6161616161616162,-0.006661562773427573,-0.01430530854639569,0.06168777706212286
0.6262626262626263,-0.0066488119390224,-0.014724708566038807,0.06203275991618454
0.6363636363636365,-0.006286422327160345,-0.014614988476105097,0.06263892649325033
0.6464646464646465,-0.006937843332279597,-0.014980713406980952,0.06262605340450446
0.6565656565656566,-0.006389483155722868,-0.014907842019849581,0.06323417710661118
0.6666666666666667,-0.00668804074546913,-0.014953429292573048,0.06365212059649646
0.6767676767676768,-0.006977238341494562,-0.014663987558495689,0.06382815123730473
0.686868686868687,-0.006917121239612014,-0.014695290453123627,0.06439399459715825
0.696969696969697,-0.007065682043117207,-0.01479798962044619,0.06448043379173736
0.7070707070707072,-0.006750731084470575,-0.015107546682129176,0.06485097111071475
