time_step,temp_0.838,temp_0.535,temp_0.707,temp_0.455,temp_0.444,temp_0.394
0,-0.007707617099386427,-0.005772449837415226,-0.006750731084470575,-0.0054065075933069345,-0.005198176042510791,-0.004919464931272393
1,0.013001982129667015,0.0072445618339252215,0.010319355345012583,0.005344602984816606,0.005181672420933118,0.00407975422478691
2,0.07830954275068995,-0.08448041196861947,-0.03379898625964378,-0.021730633392817736,-0.01223336237303649,0.036107147842229924
3,0.009332781240244125,3.090760769103933e-05,0.009558523543859642,-0.005039617123825753,-0.005684147476715462,-0.007958134135493563
4,0.06596220015024226,-0.047812170278627046,0.024509571759724593,-0.060460915507917413,-0.06095514234647727,-0.0554701492783176
5,-0.0409419657200002,0.040889621351211464,0.07261250493943856,-0.034149943912219226,-0.04223154757575726,-0.07304611359747236
6,0.0114419289850056,0.016365039548599906,-0.023121643497468456,0.03396084398154885,0.03457101595372269,0.029845213082795967
7,-0.018368602146686,0.05690287909997169,0.03856443429730937,0.033033259516304356,0.02894590294416199,0.006898444302619532
8,0.026773117657731656,-0.037724913559237176,0.01771918648519623,-0.04091119683651048,-0.0396959782700494,-0.028482321232792793
9,-0.035221019546708233,0.011449459134800468,-0.01777923756576812,0.01478137567197595,0.014914519005930998,0.01131492678386705
10,-0.013193827608789913,-0.012939350887133707,-0.015107546682129176,-0.011658300102260264,-0.011098992205435117,-0.01000799373264038
11,-0.04569962717680653,0.04926232944845358,0.03341214564156443,0.004261043420063655,-0.0015694402220545526,-0.0329964628782361
12,0.06652510976478108,-0.03633170782333378,0.028311235640755772,-0.05108275642984604,-0.05177383697676981,-0.05095904065334675
13,0.0820404330440249,-0.010970641178174258,0.04941014500662422,-0.03459155113388743,-0.037324729310480524,-0.04733339016309862
14,0.034916878187650595,-0.003948294121296554,-0.004699877196777578,0.020189402865654526,0.0234169885559849,0.03797079262674208
15,-0.006404711675747211,0.006965363224722684,-0.0019105418245713365,0.012394076248879794,0.01260707624261255,0.015327245872420637
16,-0.00744407542081672,-0.011822748415778354,-0.005700596225330158,-0.015313856745865719,-0.01528892685965085,-0.0163824400873105
17,-0.021632218177519476,-0.025510820374225807,-0.01578547004604704,-0.032054039080972034,-0.033378795433647426,-0.03620682208500104
18,-0.014412110846370063,-0.019784967304838176,-0.016664200526949696,-0.02157234056942914,-0.021751158198469796,-0.022569229109165614
19,-0.005055639688185901,-0.008835892426854413,-0.0066294365772656865,-0.009684875728162956,-0.009909722871261933,-0.010676547743339933
20,0.033759889342724614,0.02628928905321177,0.0300075707414271,0.023693574248013948,0.0231793452937757,0.022569259690423293
21,0.06895998972366368,0.05590838166250599,0.06293625911982309,0.05325546009309155,0.05249458795447795,0.05059661079333965
22,0.07045140658594076,0.05943986786773394,0.06485097111071475,0.05739239579187843,0.056592553089456855,0.05558802939263156
23,0.047314969299614366,0.041280841820414436,0.04469860066795036,0.03988908659120757,0.03935121213103579,0.03779689737062148
24,0.0043056738278338365,-0.0015749965150014503,0.0017624785756866234,-0.003241919585214713,-0.003460885466169766,-0.004418472915367185
25,-0.030598156021641298,-0.04109307369724715,-0.035207172305841083,-0.04327830600470518,-0.04402866146815997,-0.04546552344563683
26,-0.052571489166398026,-0.06056646847866212,-0.056250224481394835,-0.062402934045323176,-0.06307524111686047,-0.06449333768134684
27,-0.042939976567779065,-0.0449953223232657,-0.04400996054596977,-0.0460561605702539,-0.04627779914266054,-0.04670624111699965
28,0.039332043739447,0.02459703192310728,0.032673702298548095,0.021406946130714116,0.020587531258126474,0.018969366138953808
29,0.10737346189482505,0.09174177890992317,0.1005700638856356,0.08840905098241049,0.08777843478341332,0.08584464515721471
30,0.12496510446534734,0.11789413913067702,0.1220753346463648,0.11608389268635153,0.115839843115519,0.11504171330710504
31,0.10078235269200156,0.0937743845381602,0.09796989916868007,0.092467638594842,0.09204265270519618,0.0913579070174571
32,0.023525397985820318,0.016004099087095946,0.020450667945224425,0.014171850773556184,0.014184616090336647,0.013353473645807815
33,-0.06089718116516679,-0.07381263778427061,-0.06672025714170997,-0.07728609644427738,-0.07760875329085362,-0.07947896856381301
34,-0.12570236814804642,-0.13696652594454367,-0.13065221134039198,-0.13912809665884204,-0.13948476628081993,-0.14123822320153245
35,-0.11898454419389334,-0.12280888017528814,-0.12033617131399682,-0.12431432787823798,-0.12473878272058596,-0.12504169528709558
36,-0.03009172531275672,-0.029247085838589277,-0.029391520104056715,-0.0297898416133634,-0.02992310372563314,-0.02993691380330737
37,0.10027524855801843,0.12221546715190507,0.1115200371794269,0.12446564064165994,0.12459505975231894,0.12411404441434212
38,0.17581052908769393,0.2335638445166149,0.20333935532645828,0.22881320281451706,0.22729084575757688,0.2164777542611368
39,0.19496608216620626,0.19588661095188592,0.1917282459330209,0.1984941250071429,0.19860256930032444,0.19890309612792667
40,0.0679807722181972,0.07096908293337084,0.07092229565342806,0.06923377123823636,0.06897160097529209,0.06857553321157529
41,-0.15284201199127767,-0.13187497150270278,-0.16223618746098478,-0.10864006626239396,-0.10569492978257802,-0.09193063637895689
42,-0.33787536421730857,-0.17760531439760574,-0.33000299895022267,-0.17356969447139428,-0.1786430553444592,-0.21549718004399246
43,-0.26444575355625555,-0.2730686583667848,-0.266908310586173,-0.27697001576558816,-0.277349023882843,-0.2794257319782615
44,-0.10947116624759437,-0.1499809138971681,-0.14799773819911333,-0.12691434032771684,-0.12354601089437216,-0.10884860688214677
45,0.030908328676510697,0.11931314092286477,0.051850315958092606,0.15310139007893,0.15725776211437292,0.17430116998231607
46,0.2970588059994577,0.3481684326856958,0.31606198250069545,0.33801508111056155,0.3360352934395208,0.3219728037224215
47,0.45611511887504197,0.379106750886415,0.45118073840929357,0.33709590930624694,0.33222737452099044,0.3096498169207442
48,0.13158589338510993,0.2375810174944014,0.16974294227630427,0.2662387198597128,0.26867533869590804,0.281792339636177
49,0.000444106225268309,-0.19286946007111241,-0.06581871843774446,-0.14429616630048522,-0.13420208584788348,-0.07788725287342747
50,-0.32816349464286093,-0.3788042783807144,-0.3016940129402832,-0.4261797869671034,-0.4313503034507166,-0.45036313504708714
51,-0.47910871878846745,-0.503662660366203,-0.502878084994554,-0.4909972633739309,-0.48913762743794326,-0.4786969741332927
52,-0.2682746382482675,-0.356026525565965,-0.2840087437039423,-0.33820506011028206,-0.3335974114610303,-0.3063052624437568
53,-0.009725511936842502,0.026040333477511682,-0.008071932624827055,0.049895458160001745,0.05305250466856153,0.06814649118640873
54,0.41309756783250773,0.34967705211744843,0.369860696749805,0.3579496091594277,0.3597336704201355,0.37148900318031164
55,0.6747340408992001,0.4993874644798532,0.6032681639823586,0.49452885967928306,0.49644744902269156,0.5151921787572631
56,0.39703345407225143,0.4080268096868577,0.4020662127424064,0.41123378126400023,0.41150564245452254,0.4135200602110384
57,-0.021777346088785694,-0.010570625269367202,-0.017021253573590196,-0.007435125234906194,-0.006881420288079501,-0.00535832913093102
58,-0.4344448534737222,-0.44023889219785983,-0.4369795459827083,-0.44207535491307187,-0.4426954325241339,-0.44295644790245525
59,-0.7184766921551349,-0.7090885104920928,-0.7138267001336353,-0.7067510831952766,-0.7062016886598564,-0.7048358675833487
60,-0.5412109481299644,-0.5478965256891389,-0.5445361042213288,-0.5496890910906153,-0.5495859674172628,-0.5507311115559248
61,-0.1282781359051549,-0.1174628319157026,-0.12341591814176374,-0.11423235803932433,-0.11352633186424999,-0.11217017997709043
62,0.48971153279067836,0.47669027782260204,0.48405737674229515,0.4733557982516965,0.4724147873695298,0.4703901164871444
63,0.7685805643151173,0.7747818723855473,0.77125962571253,0.7762568173347982,0.7767212225312121,0.7773684579734788
64,0.7077399791737976,0.7028354442853956,0.7054526267433635,0.7015578123745065,0.7014436656448128,0.7004545205622448
65,0.1868026940865899,0.19314479289259684,0.1896843407556763,0.1948588125860332,0.194869594019013,0.19612642762626972
66,-0.4692405492910361,-0.45474255268069447,-0.46286644735465765,-0.4511186311213058,-0.4504997591732402,-0.4475476194428433
