t,y
0.0,-3.7425813570460317e-26
0.001001001001001001,-4.830749592544701e-13
0.002002002002002002,-1.0680834505410987e-12
0.003003003003003003,-1.770209375814936e-12
0.004004004004004004,-2.6065021248765597e-12
0.005005005005005005,-3.596070965382473e-12
0.006006006006006006,-4.760296115309276e-12
0.007007007007007007,-6.123057520134029e-12
0.008008008008008008,-7.71098236591479e-12
0.009009009009009009,-9.553712358981358e-12
0.01001001001001001,-1.1684191791278936e-11
0.011011011011011011,-1.4138977385529545e-11
0.012012012012012012,-1.695857087404384e-11
0.013013013013013013,-2.0187775206702433e-11
0.014014014014014014,-2.3876075204564068e-11
0.015015015015015015,-2.8078043372612634e-11
0.016016016016016016,-3.285377145496175e-11
0.017017017017017015,-3.82693281545444e-11
0.018018018018018018,-4.439724324286668e-11
0.01901901901901902,-5.131701804917094e-11
0.02002002002002002,-5.911566203740825e-11
0.02102102102102102,-6.788825484831862e-11
0.022022022022022022,-7.773853279673217e-11
0.023023023023023025,-8.87794983645804e-11
0.024024024024024024,-1.0113405071101052e-10
0.025025025025025023,-1.1493563462501943e-10
0.026026026026026026,-1.3032890466504284e-10
0.02702702702702703,-1.4747040045523082e-10
0.028028028028028028,-1.6652922823059015e-10
0.029029029029029027,-1.876877427325641e-10
0.03003003003003003,-2.111422224426888e-10
0.031031031031031032,-2.371035298932574e-10
0.03203203203203203,-2.657977473986143e-10
0.03303303303303303,-2.9746677699636263e-10
0.03403403403403403,-3.323688916609571e-10
0.035035035035035036,-3.7077922293938514e-10
0.036036036036036036,-4.129901680452555e-10
0.037037037037037035,-4.5931169711858185e-10
0.03803803803803804,-5.100715387989639e-10
0.03903903903903904,-5.656152194526754e-10
0.04004004004004004,-6.263059283246143e-10
0.04104104104104104,-6.925241775360013e-10
0.04204204204204204,-7.646672222025312e-10
0.043043043043043044,-8.431482019885974e-10
0.044044044044044044,-9.283949611234117e-10
0.04504504504504504,-1.020848499270261e-09
0.04604604604604605,-1.1209610006426901e-09
0.04704704704704705,-1.2291933833878563e-09
0.04804804804804805,-1.3460123054934645e-09
0.04904904904904905,-1.471886557306728e-09
0.050050050050050046,-1.6072827641737449e-09
0.05105105105105105,-1.7526603157035474e-09
0.05205205205205205,-1.9084654307293246e-09
0.05305305305305305,-2.0751242591764843e-09
0.05405405405405406,-2.2530349137515778e-09
0.055055055055055056,-2.4425583156468486e-09
0.056056056056056056,-2.644007729316394e-09
0.057057057057057055,-2.8576368518411447e-09
0.058058058058058054,-3.0836263124808544e-09
0.05905905905905906,-3.322068427737925e-09
0.06006006006006006,-3.572950046672617e-09
0.06106106106106106,-3.836133310350378e-09
0.062062062062062065,-4.1113341382296825e-09
0.06306306306306306,-4.398098243080781e-09
0.06406406406406406,-4.695774464732198e-09
0.06506506506506507,-5.003485201679936e-09
0.06606606606606606,-5.320093708454957e-09
0.06706706706706707,-5.644168015763626e-09
