time,signal_value,anomaly_time_step,threshold
0.0,-0.005543147013456991,0.03
0.001,0.005946930334478931,0.03
0.002,-0.058113978339393024,0.03
0.003,-0.00269293489915567,0.03
0.004,-0.0568493867263589,0.03
0.005,0.002737549238558599,0.03
0.006,0.027592956698439038,0.03
0.007,0.046958507544858495,0.03
0.008,-0.04297163693544997,0.03
0.009,0.01426721096596404,0.03
0.01,-0.012277284944308775,0.03
0.011,0.02965834501174284,0.03
0.012,-0.04613472370075841,0.03
0.013,-0.0240346569268809,0.03
0.014,0.006916788780352643,0.03
0.015,0.010019627678311322,0.03
0.016,-0.013119096275473445,0.03
0.017,-0.02811943767138162,0.03
0.018,-0.01992661263453066,0.03
0.019,-0.008925917064195096,0.03
0.02,0.024277319918934302,0.03
0.021,0.05356939313149076,0.03
0.022,0.057406045549331895,0.03
0.023,0.03993758935625672,0.03
0.024,-0.0016526793172115233,0.03
0.025,-0.04112919286793052,0.03
0.026,-0.060217624173099456,0.03
0.027,-0.044474777472437006,0.03
0.028,0.02274163403798673,0.03
0.029,0.08830375445757523,0.03
0.03,0.12446011483830015,0.03
0.031,0.09155499028399812,0.03
0.032,0.014986712086810282,0.03
0.033,-0.07375302398813485,0.03
0.034,-0.13496384125499153,0.03
0.035,-0.12098860792878877,0.03
0.036,-0.02915476917215645,0.03
0.037,0.12134563380885777,0.03
0.038,0.22911557499138946,0.03
0.039,0.1931865910462848,0.03
0.04,0.06864858046354053,0.03
0.041,-0.1181908770085799,0.03
0.042,-0.16055132277294226,0.03
0.043,-0.26966883159338007,0.03,true
0.044,-0.13701915389675287,0.03
0.045,0.13414663571152963,0.03
0.046,0.3384718560727479,0.03
0.047,0.3502987527964018,0.03
0.048,0.24859325477156688,0.03
0.049,-0.17516251530047325,0.03
0.05,-0.39570980076325424,0.03
0.051,-0.4886815671721709,0.03
0.052,-0.346381571082095,0.03
0.053,0.03619233571112993,0.03
0.054,0.34274990080372447,0.03
0.055,0.48042474332067586,0.03
0.056,0.4014907284126347,0.03
0.057,-0.008527086379685111,0.03
0.058,-0.4316803426238292,0.03
0.059,-0.6936010953294869,0.03
0.06,-0.5384567307225746,0.03
0.061,-0.11498223103255553,0.03
0.062,0.4649960548261521,0.03
0.063,0.7598100733001777,0.03
0.064,0.6893234709802606,0.03
0.065,0.19096173142414535,0.03
0.066,-0.443261489856147,0.03
0.067,-0.831890532758672,0.03
0.068,-0.8239910608537617,0.03
0.069,-0.2961141898045604,0.03
0.07,0.3900032124340379,0.03
0.071,0.8762890974716444,0.03
0.072,0.8895712261351498,0.03
0.073,0.45519990142901545,0.03
0.074,-0.3097629782534471,0.03
0.075,-0.880995851108841,0.03
0.076,-0.9893285896809818,0.03
0.077,-0.5557385560998535,0.03
0.078,0.2171871160974156,0.03
0.079,0.8610746296816671,0.03
0.08,1.029933926427557,0.03
0.081,0.6577218351616755,0.03
0.082,-0.14005585329576625,0.03
0.083,-0.8322924949865611,0.03
0.084,-1.0668545512381293,0.03
0.085,-0.6885151563357879,0.03
0.086,0.021936476919314496,0.03
0.087,0.7313535274146127,0.03
0.088,1.0193961020205373,0.03
0.089,0.7251813340233192,0.03
0.09,0.04871916361788957,0.03
0.091,-0.687008267307167,0.03
0.092,-0.9834549845504446,0.03
0.093,-0.7796471280652036,0.03
0.094,-0.10584792641123653,0.03
0.095,0.6110229717728921,0.03
0.096,0.925486354625262,0.03
0.097,0.7445048065532685,0.03
0.098,0.1412106503701103,0.03
0.099,-0.5341493518114283,0.03
0.1,-0.8702877701341234,0.03
0.101,-0.6978695711637788,0.03
0.102,-0.12594877006162755,0.03
0.103,0.5085894537215645,0.03
0.104,0.8362775136513731,0.03
0.105,0.6832607029435606,0.03
0.106,0.14567362059980268,0.03
0.107,-0.4529620668086393,0.03
0.108,-0.76431317276377,0.03
0.109,-0.6183890504141417,0.03
0.11,-0.11242327732216463,0.03
0.111,0.4533395883053452,0.03
0.112,0.7529389516350127,0.03
0.113,0.6054228281023465,0.03
0.114,0.12593461329313352,0.03
0.115,-0.40833472574915225,0.03
0.116,-0.6874686628686447,0.03
0.117,-0.5534536723757693,0.03
0.118,-0.10711190898440394,0.03
0.119,0.4121068473124775,0.03
0.12,0.6792087114150495,0.03
0.121,0.5532704959125104,0.03
0.122,0.1132440862364939,0.03
0.123,-0.45749279288309086,0.03
0.124,-0.7234293761179444,0.03
0.125,-0.5377169194478141,0.03
0.126,-0.08516248086294637,0.03
0.127,0.4211150018426082,0.03
0.128,0.6280791901994989,0.03
0.129,0.4493780399763956,0.03
0.13,0.07675822539151306,0.03
0.131,-0.3452033412609857,0.03
0.132,-0.6182091568439867,0.03
0.133,-0.5170054698422468,0.03
0.134,-0.026561429299343627,0.03
0.135,0.41794850859664756,0.03
0.136,0.5895111096281354,0.03
0.137,0.48941978797873437,0.03
0.138,0.0790464291454248,0.03
0.139,-0.3687750336423435,0.03
0.14,-0.5868534406676648,0.03
0.141,-0.4479055464734103,0.03
0.142,-0.04904367982445005,0.03
0.143,0.39401239979714087,0.03
0.144,0.6012389530883152,0.03
0.145,0.4741735078003253,0.03
0.146,0.06714718175996949,0.03
0.147,-0.3544297612225314,0.03
0.148,-0.5991129314503364,0.03
0.149,-0.38181843094872653,0.03
0.15,-0.043021550339503764,0.03
0.151,0.37611900839001045,0.03
0.152,0.563185797814784,0.03
0.153,0.501118519807662,0.03
0.154,0.0467351195522644,0.03
0.155,-0.3611863697578642,0.03
0.156,-0.5876203872364223,0.03
0.157,-0.4347400665095833,0.03
0.158,-0.03292858832102216,0.03
0.159,0.34559010405676055,0.03
0.16,0.5183048718116986,0.03
0.161,0.4465726613477942,0.03
0.162,0.06963035085736675,0.03
0.163,-0.2545731000204594,0.03
0.164,-0.5162676890773534,0.03
0.165,-0.5049273429764282,0.03
0.166,-0.08872063580502565,0.03
0.167,0.37386703265252075,0.03
0.168,0.5612505598614151,0.03
0.169,0.4375686217458675,0.03
0.17,0.08694590395192013,0.03
0.171,-0.29859014473140305,0.03
0.172,-0.5123060224089605,0.03
0.173,-0.4366745186460264,0.03
0.174,-0.11287820817651133,0.03
0.175,0.27030919703981243,0.03
0.176,0.49909897739431114,0.03
0.177,0.43656571074957584,0.03
0.178,0.08868018662710726,0.03
0.179,-0.2537082067977953,0.03
0.18,-0.48390476171244784,0.03
0.181,-0.4165572931034081,0.03
0.182,-0.11902674115096225,0.03
0.183,0.27972000799672975,0.03
0.184,0.4864978190024038,0.03
0.185,0.42018052254942134,0.03
