temperature,original,with_anomaly,threshold
0.0,0.10537512777892213,0.10537512777892213,false
0.010101010101010102,0.10559292199173398,0.10559292199173398,false
0.020202020202020204,0.10547630508468615,0.10547630508468615,false
0.030303030303030304,0.10607374243189115,0.10607374243189115,false
0.04040404040404041,0.10624840350229582,0.10624840350229582,false
0.05050505050505051,0.10637855405951996,0.10637855405951996,false
0.06060606060606061,0.10626580933113483,0.10626580933113483,false
0.07070707070707072,0.10662146341838069,0.10662146341838069,false
0.08080808080808081,0.10658982252929314,0.10658982252929314,false
0.09090909090909091,0.10687001268478986,0.10687001268478986,false
0.10101010101010102,0.10753531916486908,0.10753531916486908,false
0.11111111111111112,0.10729313034019841,0.10729313034019841,false
0.12121212121212122,0.1072071237574795,0.1072071237574795,false
0.13131313131313133,0.10765260607156098,0.10765260607156098,false
0.14141414141414144,0.10751936187172034,0.10751936187172034,false
0.15151515151515152,0.1077243731546883,0.1077243731546883,false
0.16161616161616163,0.10793167690501337,0.10793167690501337,false
0.17171717171717174,0.10822803806352932,0.10822803806352932,false
0.18181818181818182,0.10868256429760514,0.10868256429760514,false
0.19191919191919193,0.10879039280536303,0.10879039280536303,false
0.20202020202020204,0.10896012702143501,0.10896012702143501,false
0.21212121212121213,0.10881782995544682,0.10881782995544682,false
0.22222222222222224,0.1091127110330107,0.1091127110330107,false
0.23232323232323235,0.10946000528376089,0.10946000528376089,false
0.24242424242424243,0.1094658443463465,0.1094658443463465,false
0.25252525252525254,0.10972301045915742,0.10972301045915742,false
0.26262626262626265,0.11005540301227058,0.11005540301227058,false
0.27272727272727276,0.1100870963868248,0.1100870963868248,false
0.2828282828282829,0.11039305461293945,0.11039305461293945,false
0.29292929292929293,0.11085865228113047,0.11085865228113047,false
0.30303030303030304,0.11069927084769017,0.11069927084769017,false
0.31313131313131315,0.11116431830974594,0.11116431830974594,false
0.32323232323232326,0.1112364050243316,0.1112364050243316,false
0.33333333333333337,0.11102843499799434,0.11102843499799434,false
0.3434343434343435,0.11130008049941406,0.11130008049941406,false
0.3535353535353536,0.11155368535998136,0.11155368535998136,false
0.36363636363636365,0.11175060630729089,0.11175060630729089,false
0.37373737373737376,0.1121059562182917,0.1121059562182917,false
0.38383838383838387,0.11245065597671855,0.11245065597671855,false
0.393939393939394,0.11278374397278576,0.11278374397278576,false
0.4040404040404041,0.112800604552286,0.112800604552286,false
0.4141414141414142,0.11285736299118,0.11285736299118,false
0.42424242424242425,0.11273885214426785,0.11273885214426785,false
0.43434343434343436,0.11337949192143398,0.11337949192143398,false
0.4444444444444445,0.11358187378119972,0.11358187378119972,false
