t,y
0.0,0.0
0.012572656942830588,0.7497412265803184
0.025145313885661175,1.4881125721670023
0.037717970828491765,2.204021366906058
0.05029062777132235,2.8869207817330933
0.06286328471415294,3.5270615868949786
0.07543594165698353,4.115719323182066
0.08800859859981411,4.645390004725687
0.1005812555426447,5.109948539528492
0.1131539124854753,5.504765316143161
0.12572656942830587,5.826777817936289
0.13829922637113645,6.074515640766441
0.15087188331396706,6.248078852770915
0.16344454025679764,6.349071191769275
0.17601719719962822,6.380491092324505
0.18858985414245882,6.346584918736392
0.2011625110852894,6.25266800420172
0.21373516802811998,6.1049201178220915
0.2263078249709506,5.910162765052568
0.23888048191378117,5.675626246993445
0.25145313885661175,5.408714642443462
0.26402579579944235,5.1167768266434805
0.2765984527422729,4.806891305152903
0.2891711096851035,4.485672033426489
0.3017437666279341,4.159101535130382
0.31431642357076467,3.83239655659351
0.3268890805135953,3.509910240250812
0.3394617374564259,3.1950734119902897
0.35203439439925643,2.8903761061106037
0.36460705134208704,2.5973889501389253
0.37717970828491765,2.3168225540348555
0.3897523652277482,2.048621647355605
0.4023250221705788,1.7920894339876499
0.4148976791134094,1.5460365326498673
0.42747033605623996,1.3089479818931573
0.44004299299907057,1.079161142474805
0.4526156499419012,0.8550469507220277
0.46518830688473173,0.6351868771901268
0.47776096382756233,0.41853812888738406
0.49033362077039294,0.20458009373530184
0.5029062777132235,-0.006564254007686676
0.5154789346560541,-0.214037314996675
0.5280515915988847,-0.4161903676330363
0.5406242485417153,-0.6105644772038821
0.5531969054845458,-0.7939102557330573
0.5657695624273764,-0.9622464378022101
0.578342219370207,-1.1109557530982348
0.5909148763130376,-1.2349151403116836
0.6034875332558682,-1.3286560113149544
0.6160601901986988,-1.3865490878363975
0.6286328471415293,-1.4030073384124386
0.64120550408436,-1.3726997777402967
0.6537781610271906,-1.2907683820589924
0.6663508179700212,-1.1530401421216827
0.6789234749128518,-0.9562263291319959
0.6914961318556824,-0.6981013879784853
0.7040687887985129,-0.3776544853374141
0.7166414457413435,0.004792392931730616
0.7292141026841741,0.44750480991547226
0.7417867596270047,0.9472984491854127
0.7543594165698353,1.499546208940144
0.7669320735126659,2.098230627026877
0.7795047304554964,2.7360408948849897
0.792077387398327,3.40451218330833
0.8046500443411576,4.0942035368520315
0.8172227012839882,4.79490924836652
0.8297953582268188,5.495897448018489
0.8423680151696493,6.18616867390669
0.8549406721124799,6.85472646833082
0.8675133290553105,7.490851590719593
0.8800859859981411,8.08437127151214
0.8926586429409717,8.625915057221658
0.9052312998838024,9.107149211536639
0.9178039568266328,9.52098232654916
0.9303766137694635,9.861735738323489
0.9429492707122941,10.125273499512376
0.9555219276551247,10.309087998417919
0.9680945845979553,10.412338782362301
0.9806672415407859,10.435843692461365
0.9932398984836164,10.382022993053678
1.005812555426447,10.254798727395155
1.0183852123692776,10.059452998069974
1.0309578693121082,9.802450205092121
1.0435305262549388,9.491229430780749
1.0561031831977694,9.133974098413676
1.0686758401406,8.73936671934799
1.0812484970834306,8.316336957542045
1.0938211540262612,7.87381136767658
1.1063938109690916,7.420472999937172
1.1189664679119222,6.964538617807063
1.1315391248547528,6.513560561734864
1.1441117817975834,6.074259337470519
1.156684438740414,5.652391847833984
1.1692570956832447,5.252658862527028
1.1818297526260753,4.878653879869815
1.1944024095689059,4.532854028613601
1.2069750665117365,4.2166521410125855
1.219547723454567,3.9304276541753547
1.2321203803973977,3.6736526177640383
1.244693037340228,3.4450278512741335
1.2572656942830587,3.2426432470831066
1.2698383512258893,3.064155393095953
1.28241100816872,2.9069751199479525
1.2949836651115505,2.7684572820541105
1.307556322054381,2.646085069226708
1.3201289789972117,2.5376414158813185
1.3327016359400423,2.4413606176529994
1.345274292882873,2.356054060431758
1.3578469498257035,2.281204985253428
1.3704196067685341,2.217028417015337
1.3829922637113647,2.1644937318324944
1.3955649206541951,2.125308778120465
1.4081375775970257,2.1018659479457416
1.4207102345398563,2.097152064096978
1.433282891482687,2.1146253514048468
1.4458555484255176,2.1580640471121657
1.4584282053683482,2.2313923277575167
1.4710008623111788,2.3384901480992597
1.4835735192540094,2.4829942673744045
1.49614617619684,2.668098154457545
1.5087188331396706,2.896358600457651
1.5212914900825012,3.169516719135797
1.5338641470253318,3.488340586602547
1.5464368039681622,3.852496076460509
1.5590094609109928,4.260451508835363
1.5715821178538234,4.709420584224733
1.584154774796654,5.195346755974072
1.5967274317394846,5.7129307547718735
1.6093000886823152,6.25570146564335
1.6218727456251458,6.816128826000584
1.6344454025679764,7.3857759166613075
1.647018059510807,7.955486009530994
1.6595907164536376,8.51559906599064
1.6721633733964683,9.05619109428625
1.6847360303392986,9.56732891130918
1.6973086872821292,10.039332245230723
1.7098813442249599,10.463034782747702
1.7224540011677905,10.83003572075171
1.735026658110621,11.13293362944258
1.7475993150534517,11.365534964417812
1.7601719719962823,11.523030361256493
1.7727446289391129,11.602132880403293
1.7853172858819435,11.601173607167988
1.797889942824774,11.520151408664464
1.8104625997676047,11.360735158150634
1.8230352567104353,11.126218305185299
1.8356079136532657,10.821427242880125
1.8481805705960963,10.452586446702595
1.860753227538927,10.027144779930877
1.8733258844817575,9.553568629729225
1.8858985414245881,9.041108610999304
1.8984711983674187,8.499547415649438
1.9110438553102493,7.938936963879387
1.92361651225308,7.369333311872275
1.9361891691959106,6.800537777174834
1.9487618261387412,6.241852459513283
1.9613344830815718,5.701857771517519
1.9739071400244024,5.188218771307923
1.9864797969672328,4.707526036717554
1.9990524539100634,4.265175576688888
2.011625110852894,3.8652908834030595
2.024197767795725,3.510688738395397
2.036770424738555,3.202888850077793
2.0493430816813856,2.942165873013658
2.0619157386242164,2.727640894838059
2.074488395567047,2.557408126410416
2.0870610525098776,2.428691342001577
2.099633709452708,2.3380236305896385
2.112206366395539,2.2814432709099948
2.124779023338369,2.2546980575109403
2.1373516802812,2.2534501990320024
2.1499243372240304,2.2734739895953453
2.1624969941668613,2.3108388157323345
