ds,actual,forecast,lo_90,hi_90,type
2020-01-01 00:00:00,-0.26990603088042386,,,,historical
2020-01-01 01:00:00,-0.3184676286818179,,,,historical
2020-01-01 02:00:00,0.3965364255804943,,,,historical
2020-01-01 03:00:00,1.3388785492472797,,,,historical
2020-01-01 04:00:00,1.985304995116462,,,,historical
2020-01-01 05:00:00,2.4409961705827787,,,,historical
2020-01-01 06:00:00,3.004601818996492,,,,historical
2020-01-01 07:00:00,3.612236944305677,,,,historical
2020-01-01 08:00:00,4.038294116623376,,,,historical
2020-01-01 09:00:00,4.3148340056003125,,,,historical
2020-01-01 10:00:00,4.609240441266546,,,,historical
2020-01-01 11:00:00,4.892170035446055,,,,historical
2020-01-01 12:00:00,5.024355845642753,,,,historical
2020-01-01 13:00:00,5.0303759345941135,,,,historical
2020-01-01 14:00:00,5.030902964937305,,,,historical
2020-01-01 15:00:00,5.010025635366456,,,,historical
2020-01-01 16:00:00,4.871187423985811,,,,historical
2020-01-01 17:00:00,4.638784624503937,,,,historical
2020-01-01 18:00:00,4.409294292386185,,,,historical
2020-01-01 19:00:00,4.172970483500226,,,,historical
2020-01-01 20:00:00,3.857139070276174,,,,historical
2020-01-01 21:00:00,3.485164774444549,,,,historical
2020-01-01 22:00:00,3.136372311352272,,,,historical
2020-01-01 23:00:00,2.802028882229387,,,,historical
2020-01-02 00:00:00,2.422322835696498,,,,historical
2020-01-02 01:00:00,2.017286450022243,,,,historical
2020-01-02 02:00:00,1.6516265823220329,,,,historical
2020-01-02 03:00:00,1.3143842237899872,,,,historical
2020-01-02 04:00:00,0.9523664184286001,,,,historical
2020-01-02 05:00:00,0.581228190847733,,,,historical
2020-01-02 06:00:00,0.25337485947287197,,,,historical
2020-01-02 07:00:00,-0.04501987746201891,,,,historical
2020-01-02 08:00:00,-0.36278344214022096,,,,historical
2020-01-02 09:00:00,-0.6875047054569368,,,,historical
2020-01-02 10:00:00,-0.9756060996452627,,,,historical
2020-01-02 11:00:00,-1.2420910179779008,,,,historical
2020-01-02 12:00:00,-1.5308498161677033,,,,historical
2020-01-02 13:00:00,-1.8300434800745151,,,,historical
2020-01-02 14:00:00,-2.1008357075824766,,,,historical
2020-01-02 15:00:00,-2.3567711614534783,,,,historical
2020-01-02 16:00:00,-2.635285608173648,,,,historical
2020-01-02 17:00:00,-2.9225221792989813,,,,historical
2020-01-02 18:00:00,-3.181185218907598,,,,historical
2020-01-02 19:00:00,-3.4215958043454844,,,,historical
2020-01-02 20:00:00,-3.674203463874829,,,,historical
2020-01-02 21:00:00,-3.9222332310180668,,,,historical
2020-01-02 22:00:00,-4.1289343547210775,,,,historical
2020-01-02 23:00:00,-4.30176848006933,,,,historical
2020-01-03 00:00:00,-4.465735069054681,,,,historical
2020-01-03 01:00:00,-4.60258319488833,,,,historical
2020-01-03 02:00:00,-4.6775637826713705,,,,historical
2020-01-03 03:00:00,-4.697769103224096,,,,historical
2020-01-03 04:00:00,-4.686060436835557,,,,historical
2020-01-03 05:00:00,-4.625793602458077,,,,historical
2020-01-03 06:00:00,-4.487070373153913,,,,historical
2020-01-03 07:00:00,-4.279951062913843,,,,historical
2020-01-03 08:00:00,-4.02877318383251,,,,historical
2020-01-03 09:00:00,-3.721524033014165,,,,historical
2020-01-03 10:00:00,-3.335550482704993,,,,historical
2020-01-03 11:00:00,-2.886202583343506,,,,historical
2020-01-03 12:00:00,-2.401386316046499,,,,historical
2020-01-03 13:00:00,-1.8749117830888609,,,,historical
2020-01-03 14:00:00,-1.2916583661493088,,,,historical
2020-01-03 15:00:00,-0.672148753218561,,,,historical
2020-01-03 16:00:00,-0.04727761744481245,,,,historical
2020-01-03 17:00:00,0.5848354624779322,,,,historical
2020-01-03 18:00:00,1.2341511444973399,,,,historical
2020-01-03 19:00:00,1.877711552243345,,,,historical
2020-01-03 20:00:00,2.484691153145298,,,,historical
2020-01-03 21:00:00,3.056339820785037,,,,historical
2020-01-03 22:00:00,3.6016186292558823,,,,historical
2020-01-03 23:00:00,4.099292762867164,,,,historical
2020-01-04 00:00:00,4.522657668098377,,,,historical
2020-01-04 01:00:00,4.876477144529403,,,,historical
2020-01-04 02:00:00,5.1727992156178795,,,,historical
2020-01-04 03:00:00,5.395714690671427,,,,historical
2020-01-04 04:00:00,5.525664022430823,,,,historical
2020-01-04 05:00:00,5.5735505436744,,,,historical
2020-01-04 06:00:00,5.556640583655781,,,,historical
2020-01-04 07:00:00,5.465671342650679,,,,historical
2020-01-04 08:00:00,5.288714061315704,,,,historical
2020-01-04 09:00:00,5.04268534798927,,,,historical
2020-01-04 10:00:00,4.749330817478321,,,,historical
2020-01-04 11:00:00,4.404497318994769,,,,historical
2020-01-04 12:00:00,4.001618331099605,,,,historical
2020-01-04 13:00:00,3.5609035216744065,,,,historical
2020-01-04 14:00:00,3.1054927921825985,,,,historical
2020-01-04 15:00:00,2.632813170430851,,,,historical
2020-01-04 16:00:00,2.1378125502563856,,,,historical
2020-01-04 17:00:00,1.6401292439732416,,,,historical
2020-01-04 18:00:00,1.160539087971653,,,,historical
2020-01-04 19:00:00,0.6943585227153444,,,,historical
2020-01-04 20:00:00,0.2345496062758998,,,,historical
2020-01-04 21:00:00,-0.2028694473295926,,,,historical
2020-01-04 22:00:00,-0.6019942513623273,,,,historical
2020-01-04 23:00:00,-0.9716529652286681,,,,historical
2020-01-05 00:00:00,-1.3223722879123425,,,,historical
2020-01-05 01:00:00,-1.6425582693668894,,,,historical
2020-01-05 02:00:00,-1.921275036215521,,,,historical
2020-01-05 03:00:00,-2.1710246950107606,,,,historical
2020-01-05 04:00:00,-2.404818813049456,,,,historical
2020-01-05 05:00:00,-2.6138884858470246,,,,historical
2020-01-05 06:00:00,-2.790147988007741,,,,historical
2020-01-05 07:00:00,-2.947339427965756,,,,historical
2020-01-05 08:00:00,-3.098313895395959,,,,historical
2020-01-05 09:00:00,-3.234278141535752,,,,historical
2020-01-05 10:00:00,-3.3470602263750977,,,,historical
2020-01-05 11:00:00,-3.448836353830701,,,,historical
2020-01-05 12:00:00,-3.5497360648393657,,,,historical
2020-01-05 13:00:00,-3.6386364494031267,,,,historical
2020-01-05 14:00:00,-3.705321731097648,,,,historical
2020-01-05 15:00:00,-3.7589592140350363,,,,historical
2020-01-05 16:00:00,-3.8060891825349548,,,,historical
2020-01-05 17:00:00,-3.83292045145111,,,,historical
2020-01-05 18:00:00,-3.8273986343542195,,,,historical
2020-01-05 19:00:00,-3.7965055878172977,,,,historical
2020-01-05 20:00:00,-3.7446075330753,,,,historical
2020-01-05 21:00:00,-3.6571254388920336,,,,historical
2020-01-05 22:00:00,-3.5224400244538003,,,,historical
2020-01-05 23:00:00,-3.348000716834979,,,,historical
2020-01-06 00:00:00,-3.1389336670207664,,,,historical
2020-01-06 01:00:00,-2.8829063621996056,,,,historical
2020-01-06 02:00:00,-2.5717491107717905,,,,historical
2020-01-06 03:00:00,-2.216320065423857,,,,historical
2020-01-06 04:00:00,-1.8252586324883742,,,,historical
2020-01-06 05:00:00,-1.3908703267505858,,,,historical
2020-01-06 06:00:00,-0.910361612044983,,,,historical
2020-01-06 07:00:00,-0.39943564762676353,,,,historical
2020-01-06 08:00:00,0.12887397799211295,,,,historical
2020-01-06 09:00:00,0.6774040085166694,,,,historical
2020-01-06 10:00:00,1.2440425612060335,,,,historical
2020-01-06 11:00:00,1.8093501153346374,,,,historical
2020-01-06 12:00:00,2.357621512622127,,,,historical
2020-01-06 13:00:00,2.889181941268349,,,,historical
2020-01-06 14:00:00,3.39992225076582,,,,historical
2020-01-06 15:00:00,3.870001253248518,,,,historical
2020-01-06 16:00:00,4.2846988894142415,,,,historical
2020-01-06 17:00:00,4.645742134521071,,,,historical
2020-01-06 18:00:00,4.951074596381034,,,,historical
2020-01-06 19:00:00,5.1844644237177855,,,,historical
2020-01-06 20:00:00,5.336015720405405,,,,historical
2020-01-06 21:00:00,5.412444177752304,,,,historical
2020-01-06 22:00:00,5.416967269932688,,,,historical
2020-01-06 23:00:00,5.339668984381315,,,,historical
2020-01-07 00:00:00,5.177576467151152,,,,historical
2020-01-07 01:00:00,4.94385707880763,,,,historical
2020-01-07 02:00:00,4.647783961862095,,,,historical
2020-01-07 03:00:00,4.285791159523995,,,,historical
2020-01-07 04:00:00,3.8611098900748173,,,,historical
2020-01-07 05:00:00,3.391948453699306,,,,historical
2020-01-07 06:00:00,2.891582521995613,,,,historical
2020-01-07 07:00:00,2.3601301152436953,,,,historical
2020-01-07 08:00:00,1.8038304890104395,,,,historical
2020-01-07 09:00:00,1.2423467190334028,,,,historical
2020-01-07 10:00:00,0.6891005903025016,,,,historical
2020-01-07 11:00:00,0.14385695500762655,,,,historical
2020-01-07 12:00:00,-0.3882290222293024,,,,historical
2020-01-07 13:00:00,-0.8900226193747921,,,,historical
2020-01-07 14:00:00,-1.351700957716259,,,,historical
2020-01-07 15:00:00,-1.7772758183889459,,,,historical
2020-01-07 16:00:00,-2.165677669993463,,,,historical
2020-01-07 17:00:00,-2.5047594406979057,,,,historical
2020-01-07 18:00:00,-2.7901414383625394,,,,historical
2020-01-07 19:00:00,-3.030824956183843,,,,historical
2020-01-07 20:00:00,-3.2303864023003115,,,,historical
2020-01-07 21:00:00,-3.3815422502185637,,,,historical
2020-01-07 22:00:00,-3.4845657258583023,,,,historical
2020-01-07 23:00:00,-3.5520651627096083,,,,historical
2020-01-08 00:00:00,-3.590356976505736,,,,historical
2020-01-08 01:00:00,-3.5946462763778584,,,,historical
2020-01-08 02:00:00,-3.5671100065142336,,,,historical
2020-01-08 03:00:00,-3.5209778710335122,,,,historical
2020-01-08 04:00:00,-3.462205046765509,,,,historical
2020-01-08 05:00:00,-3.385361617792507,,,,historical
2020-01-08 06:00:00,-3.2914978112494695,,,,historical
2020-01-08 07:00:00,-3.1916677926718684,,,,historical
2020-01-08 08:00:00,-3.089009790129112,,,,historical
2020-01-08 09:00:00,-2.975409202628807,,,,historical
2020-01-08 10:00:00,-2.8492165765169783,,,,historical
2020-01-08 11:00:00,-2.7182944772963076,,,,historical
2020-01-08 12:00:00,-2.582542239953793,,,,historical
2020-01-08 13:00:00,-2.431319452699754,,,,historical
2020-01-08 14:00:00,-2.2610019110929103,,,,historical
2020-01-08 15:00:00,-2.077542090693336,,,,historical
