frequency,amplitude
0.0,2.151057110211241e-17
0.25145313885661175,0.000366679460619629
0.5029062777132235,0.0008679546590552249
0.7543594165698353,0.002017857733946606
1.005812555426447,1.0001596528168217
1.2572656942830587,0.0016944289850625567
1.5087188331396706,0.0005428256570917087
1.7601719719962823,5.236314353825779e-05
2.011625110852894,0.0002842036254408236
2.2630782497095057,0.0005730713832908797
2.5145313885661174,0.0008553058989450819
2.765984527422729,0.001155812224731538
3.017437666279341,0.0014972514582109729
3.268890805135953,0.001907634023125696
3.5203439439925646,0.0024290953409153706
3.7717970828491767,0.003134377753156266
4.023250221705788,0.004166504973511089
4.2747033605624,0.005856631190936413
4.526156499419011,0.0091929889370653
4.7776096382756235,0.019074912111636234
5.029062777132235,1.99896185049505
5.280515915988847,0.020894882315849236
5.531969054845458,0.010718417212787278
5.78342219370207,0.007336230647378742
6.034875332558682,0.005640766729721475
6.286328471415294,0.0046186012822906795
6.537781610271906,0.0039329833499835605
6.789234749128518,0.0034398162682158866
7.040687887985129,0.0030671053880917576
7.29214102684174,0.002774862040781047
7.543594165698353,0.002539088278140233
7.795047304554964,0.002344504510259787
8.046500443411576,0.0021809158961717244
8.297953582268189,0.0020412567425069964
8.5494067211248,0.0019204733706798987
8.800859859981411,0.0018148539519895518
9.052312998838023,0.0017216096729211787
9.303766137694634,0.001638603705038795
9.555219276551247,0.001564170485930186
9.806672415407858,0.0014969920346986154
10.05812555426447,0.0014360113401893266
10.309578693121082,0.0013803704663682542
10.561031831977694,0.0013293655128446236
10.812484970834307,0.0012824133032607022
